class,redshift,redshift_err,green_mag,green_err,green_ext,red_mag,red_err,red_ext
QSO,2.253978,0.0005176111,21.09,0.03402908,0.1918624,20.9236,0.0417499,0.1327296
GALAXY,0.5236936,0.0001472182,22.31447,0.1321249,0.10790570000000001,20.9796,0.06137581,0.07464863
GALAXY,0.5455694999999999,0.0002050864,22.439429999999998,0.21455970000000002,0.1723524,20.75089,0.07323392,0.11923260000000001
GALAXY,0.02774537,9.431221000000001e-06,15.37505,0.002642607,0.1955023,14.523439999999999,0.0022244770000000003,0.1352475
QSO,6.419276,0.0008235635000000001,19.45532,0.01252128,0.4121026,19.033279999999998,0.01205612,0.28509070000000003
GALAXY,0.5987316,0.00016916959999999998,22.52684,0.3162733,0.15303870000000003,21.083560000000002,0.12832169999999998,0.1058715
GALAXY,0.06491587,8.308988e-06,16.809279999999998,0.005008763,0.07231412,16.20949,0.004467336,0.05002658
GALAXY,0.6135862,0.0002028082,22.45159,0.1944226,0.02331441,20.560270000000003,0.057451699999999994,0.0161288
GALAXY,0.5176664000000001,0.0002245037,22.24667,0.2141498,0.165429,20.63319,0.07787546,0.114443
QSO,2.250163,0.0006331295,20.78199,0.03474863,0.04446167,20.96865,0.05558976,0.03075838
QSO,0.8854898000000001,0.0001608836,21.206210000000002,0.04402758,0.03232492,20.8636,0.04735826,0.02236223
QSO,0.6470968,6.605326999999999e-05,20.40873,0.02457454,0.15684120000000001,20.37272,0.02945904,0.108502
GALAXY,0.6180915,0.0002571901,23.09127,0.2860472,0.05717087,21.29239,0.08600581,0.03955054
GALAXY,0.44744799999999996,8.856583000000001e-05,20.990579999999998,0.07229010000000001,0.3816863,19.45656,0.03042158,0.2640488
GALAXY,0.3718772,8.178603e-05,20.408739999999998,0.03735122,0.1266536,18.64997,0.01349228,0.08761839
GALAXY,0.1557358,3.138638e-05,18.3094,0.009220999,0.1961483,17.11297,0.005464613,0.1356945
QSO,1.776566,0.0005651573,21.14649,0.03874187,0.03584325,21.22026,0.05541274,0.0247962
GALAXY,0.5393119000000001,0.0001932398,21.66731,0.09369294,0.08622174,20.48799,0.04170952,0.05964780000000001
QSO,1.292846,0.0001811123,18.88693,0.008623471,0.1029401,18.59421,0.00861032,0.0712135
GALAXY,0.04960201,1.710154e-05,17.10621,0.006231696,0.02836672,16.46911,0.005115334,0.01962397
GALAXY,0.2181422,5.251361e-05,19.190089999999998,0.01767743,0.1676391,17.76502,0.008326408,0.1159719
GALAXY,0.6454875,0.0001706473,21.80626,0.1528614,0.07273369,20.3728,0.06361758,0.05031683
QSO,1.987077,0.00035585699999999995,21.97673,0.07675083,0.08969186,22.04552,0.10942269999999998,0.06204841
GALAXY,0.5206360999999999,0.000150404,21.91263,0.18744149999999998,0.03382857,20.00113,0.05097312,0.02340245
GALAXY,0.614102,0.0001489947,22.143810000000002,0.14773540000000002,0.1705509,20.55455,0.05823769,0.1179864
GALAXY,0.5444146,0.00019608779999999998,22.64462,0.2679061,0.10730539999999998,20.45133,0.05364371,0.07423339
QSO,2.189694,0.000254365,19.1993,0.01087222,0.04200749,19.14781,0.01302239,0.02906059
GALAXY,0.1497224,1.462556e-05,18.49365,0.01099714,0.03085753,17.709039999999998,0.008127892,0.02134709
GALAXY,0.05981702,2.1936550000000003e-05,17.23394,0.007236886,0.05993917,16.76849,0.007053415,0.04146564
GALAXY,0.5504346999999999,0.0001525372,21.729110000000002,0.1218424,0.03885112,20.57706,0.06448241,0.02687702
GALAXY,0.1060078,8.320351e-06,18.02712,0.008346439,0.1282447,17.467670000000002,0.007485325,0.08871907
GALAXY,0.1708511,8.250450999999999e-05,19.347820000000002,0.02499179,0.2038839,17.9858,0.01104388,0.14104589999999997
GALAXY,0.05884590000000001,2.0128310000000002e-05,17.674,0.005695576,0.07583608,16.91837,0.00458066,0.05246305
GALAXY,0.02014131,9.535049e-06,15.620970000000002,0.0030538229999999998,0.1391584,14.7995,0.00248936,0.09626917
GALAXY,0.5881229,0.0001014906,21.56999,0.08737106,0.06133969999999999,20.249879999999997,0.03981989,0.04243452
GALAXY,0.1160963,2.6271570000000002e-05,18.34335,0.0126264,0.5899138,17.18945,0.007277363,0.40809959999999995
GALAXY,0.24758200000000002,1.923271e-05,20.85761,0.05446871,0.28239709999999996,19.99072,0.04630123,0.19536099999999998
GALAXY,0.11933679999999999,2.6485250000000002e-05,17.81672,0.007010209,0.2801611,16.68713,0.00454427,0.1938142
GALAXY,0.18578329999999998,3.907388e-05,18.793470000000003,0.01208,0.14412120000000003,17.51844,0.006479305,0.09970238
GALAXY,0.1618233,8.456881e-06,18.785420000000002,0.009998939,0.1847262,18.181729999999998,0.008233039000000001,0.12779269999999998
GALAXY,0.1556421,3.66426e-05,18.496229999999997,0.01125084,0.3439156,17.260270000000002,0.00644619,0.23791929999999997
GALAXY,0.15685079999999998,2.984969e-05,19.26414,0.01528206,0.26186950000000003,18.08333,0.008618367,0.18116010000000002
GALAXY,0.09111086,6.275667e-06,19.30882,0.01533542,0.08022843,18.78376,0.01343379,0.05550166
QSO,0.4092976,0.0001848985,19.27005,0.01082448,0.09903885,19.00455,0.01154465,0.06851462
QSO,1.421469,0.0005644004,22.33386,0.09440242,0.1240067,21.883689999999998,0.08923404,0.08578730000000001
GALAXY,0.6816131,0.0001180471,22.61161,0.1654318,0.08320669,21.87355,0.1373419,0.057562
GALAXY,0.09015347,8.793741e-06,19.54531,0.02438331,0.0839417,19.04944,0.02230182,0.05807048
GALAXY,0.1966368,2.406115e-05,18.575779999999998,0.01105808,0.03763197,17.30218,0.005950104,0.02603363
GALAXY,0.4163714,9.333051e-05,20.84798,0.05541126,0.03504777,19.17834,0.02190424,0.02424588
GALAXY,0.1419806,4.369093e-05,18.24888,0.009475753,0.05105016,17.133029999999998,0.0061822990000000005,0.03531626
GALAXY,0.33593870000000003,9.046447e-05,20.39002,0.04477337,0.03560403,18.70642,0.01697989,0.024630700000000002
GALAXY,0.295678,3.361372e-05,19.78799,0.02228568,0.06629363,18.31927,0.01123952,0.04586163
GALAXY,0.08060256,1.705216e-05,17.26652,0.0063418780000000004,0.11446310000000001,16.32723,0.004473355,0.07918505
GALAXY,0.49699790000000005,2.777455e-05,22.19895,0.09480731,0.03325702,21.343020000000003,0.06691072,0.02300705
GALAXY,0.5064912,0.0002532404,22.39848,0.13554620000000003,0.03498898,20.88565,0.05830377,0.02420521
GALAXY,0.05709599,1.9620379999999998e-05,17.845879999999998,0.006526085,0.1375253,17.01931,0.004841041,0.09513939999999999
QSO,2.225507,0.0009888673,21.37922,0.04451805,0.06375518,21.27797,0.06409158,0.04410554
QSO,2.1747490000000003,0.001853917,21.685879999999997,0.06933743,0.03077278,21.67065,0.08849794,0.02128846
GALAXY,0.2169152,3.740144e-05,19.01611,0.01534169,0.031684500000000004,17.70175,0.008075833000000001,0.02191919
QSO,0.7931548,0.00010807940000000001,19.690379999999998,0.01385994,0.04644184,19.4646,0.01546454,0.03212825
GALAXY,0.1337454,2.7425440000000003e-05,18.30407,0.008563942,0.05317309,17.33073,0.006036186,0.0367849
GALAXY,0.4490133,0.0002171902,21.747320000000002,0.11566359999999999,0.03737555,20.29766,0.04677771,0.02585623
GALAXY,0.03123155,8.154136e-06,17.88506,0.007834976,0.05265889,17.5255,0.009117607,0.03642917
GALAXY,0.7911059,0.00021095580000000003,24.02792,0.5734179,0.04566055,21.65503,0.1219014,0.03158776
