class,redshift,redshift_err,green_mag,green_err,green_ext,red_mag,red_err,red_ext
GALAXY,0.3983534,0.0001274194,21.1847,0.07059523,0.47445600000000004,19.323970000000003,0.02329939,0.32822640000000003
GALAXY,0.5549772,0.0001430897,22.32628,0.1553896,0.1093635,20.72149,0.05676437,0.07565714
GALAXY,0.5578513,0.00021663110000000001,21.906470000000002,0.1702194,0.1806792,20.4142,0.06842909,0.12499310000000001
GALAXY,0.1687026,2.4467260000000003e-05,18.587989999999998,0.01037215,0.08767442,17.64561,0.007184515,0.06065276
GALAXY,0.1123415,1.802596e-05,18.04506,0.007544527,0.09580069999999999,17.17519,0.005552397,0.06627448
GALAXY,0.10314480000000001,2.3205029999999998e-05,17.80079,0.006398322,0.07349586,16.85184,0.00466687,0.05084409
GALAXY,0.03780224,5.657536e-06,17.69706,0.005941105,0.2360283,17.366989999999998,0.00613006,0.1632833
GALAXY,0.7471118,0.0001617006,22.399179999999998,0.13040510000000002,0.17764829999999998,21.057570000000002,0.06370664,0.1228963
GALAXY,0.6295596,0.0001170738,21.77378,0.17533579999999999,0.07605594,20.14312,0.05664566,0.05261515
QSO,2.466485,0.0002752239,20.27778,0.02180865,0.06567053,20.32011,0.02969817,0.04543057
GALAXY,0.4957555,0.0001520123,22.254360000000002,0.1430023,0.29637379999999997,20.421329999999998,0.0467186,0.20503000000000002
GALAXY,0.1162096,1.4437850000000001e-05,17.519460000000002,0.006622347,0.1083356,16.64278,0.004836965,0.07494608
QSO,2.132556,0.0003878275,20.39953,0.02049856,0.07041671,20.39985,0.02760131,0.04871396
GALAXY,0.5995819,0.0002019261,22.84569,0.2451736,0.07142395,20.75714,0.0582252,0.04941075
GALAXY,0.1494935,2.654397e-05,18.56825,0.009291348,0.10870339999999999,17.497220000000002,0.006254993,0.07520051
GALAXY,0.6064241,0.0001554467,23.70906,0.40760290000000005,0.20429489999999997,21.06529,0.06712699999999999,0.1413303
GALAXY,0.11501099999999999,3.102136e-05,18.51763,0.01130605,0.22682329999999998,17.53485,0.007726146,0.15691529999999998
GALAXY,0.6042703,0.0001641102,21.77307,0.1283403,0.12187339999999999,20.23469,0.05446402,0.08431146
GALAXY,0.08002153,2.156929e-05,17.850820000000002,0.00637735,0.07524174,16.93336,0.004797709,0.05205189
GALAXY,0.3884777,6.0005019999999994e-05,20.73467,0.05154159999999999,0.04043812,18.9511,0.01746989,0.02797491
GALAXY,0.44526109999999997,0.0001658824,22.3843,0.2078388,0.1914305,20.7781,0.07575041,0.1324308
QSO,2.295614,0.0002551984,19.13309,0.01007275,0.0577045,19.01285,0.01137518,0.039919699999999995
GALAXY,0.24112640000000002,3.531894e-05,19.25467,0.01798453,0.07071527,17.81543,0.008457176,0.0489205
GALAXY,0.26169339999999996,3.8055340000000004e-05,19.20455,0.01994662,0.1585066,17.6676,0.008953795,0.1096542
GALAXY,0.6931636,0.0001990067,23.34295,0.3724435,0.0930335,21.60825,0.12277539999999999,0.06436015
QSO,2.577265,0.0006203128,21.05154,0.03973163,0.1949989,20.5514,0.03713611,0.1348993
GALAXY,0.6127319999999999,0.00036363680000000003,22.95438,0.25775970000000004,0.2287471,21.63506,0.1147823,0.15824620000000003
GALAXY,0.06643063,7.459285e-06,17.19134,0.00570789,0.07654084,16.73619,0.00599621,0.0529506
GALAXY,0.5189343,0.0001268947,21.722739999999998,0.102365,0.03400925,20.53256,0.05411254,0.02352744
GALAXY,0.47795290000000007,0.0001309739,21.422929999999997,0.08015788,0.04170569,19.63414,0.02716189,0.02885181
GALAXY,0.5187404,0.0001313596,22.000529999999998,0.1087056,0.02688753,20.32897,0.03882947,0.01860067
GALAXY,0.1959659,1.806803e-05,21.78428,0.08412934,0.06636524,20.507279999999998,0.04148677,0.04591117
GALAXY,0.6705089,8.728999e-05,21.8789,0.07371079,0.037997,20.95156,0.05142227,0.02628615
GALAXY,0.6910968000000001,0.0002524451,22.897679999999998,0.32419899999999996,0.08855461,21.05254,0.100194,0.06126167
GALAXY,0.4063642,9.918573e-05,21.0556,0.07509393,0.1454749,19.119239999999998,0.02099291,0.1006388
GALAXY,0.1449868,1.872319e-05,18.01197,0.007979168,0.03807944,16.92746,0.005129992,0.02634318
QSO,0.5293018,0.0001585608,21.894070000000003,0.08038929,0.12348789999999998,21.20585,0.0663611,0.08542836
GALAXY,0.4003595,0.0001889792,22.62566,0.26827840000000003,0.03787651,20.9862,0.09028202,0.02620279
GALAXY,0.15253670000000003,3.254168e-05,18.551479999999998,0.01334408,0.1788689,17.39645,0.007902685999999999,0.1237407
GALAXY,0.05259989,1.4692270000000001e-05,17.7381,0.008562138,0.17764270000000001,17.00671,0.007553624,0.1228924
GALAXY,0.11743019999999998,1.670686e-05,17.16052,0.005321528000000001,0.114766,16.10344,0.003681856,0.07939456
GALAXY,0.5466065,0.0002083156,22.84861,0.31271259999999995,0.2095711,21.41897,0.13228810000000002,0.14498029999999998
GALAXY,0.6102664000000001,0.0001431893,21.96261,0.1807555,0.16074770000000002,20.42641,0.06739538,0.11120450000000001
QSO,2.38539,0.0008678532000000001,20.92633,0.03446347,0.08538358,20.98526,0.04644103,0.05906797
GALAXY,0.49925690000000006,0.0001273371,21.94019,0.15158010000000002,0.07746386,19.98956,0.04752894,0.05358914
QSO,1.522994,0.0006269781,20.96922,0.03903032,0.08009728,20.79425,0.04588304,0.05541093
GALAXY,0.16711900000000002,4.854163e-05,19.282410000000002,0.01906362,0.09495717,18.07092,0.01110074,0.06569093
GALAXY,0.5239184,0.00020099990000000003,22.43419,0.1771895,0.12797360000000002,20.67598,0.06345274,0.08853155
GALAXY,0.0642539,1.107305e-05,17.17544,0.0045681359999999996,0.07049527,16.28944,0.0037097370000000003,0.04876830000000001
QSO,1.249535,0.0003858768,18.836289999999998,0.008302093,0.03987126,18.54202,0.008601798,0.02758275
GALAXY,0.2600777,3.798867e-05,19.633329999999997,0.02437365,0.09672394,18.16966,0.01067373,0.06691318
GALAXY,0.01830265,2.6732800000000003e-05,17.43851,0.01280796,0.07609968,16.94528,0.01245953,0.05264541
GALAXY,0.6296739,0.00022316369999999999,22.84945,0.2612815,0.09616529,21.12281,0.09123264,0.0665267
GALAXY,0.07390959,1.13476e-05,16.331889999999998,0.004089969000000001,0.11574970000000001,15.648520000000001,0.0034621459999999997,0.08007512
GALAXY,0.1364747,3.684645e-05,18.84415,0.0120725,0.08000248,17.85827,0.008296425,0.05534534
GALAXY,0.07549866,2.311203e-05,17.94562,0.008122493,0.11882619999999999,17.11678,0.005867369,0.0822034
GALAXY,0.26339809999999997,5.36538e-05,19.12121,0.01996734,0.1182912,17.64635,0.008735155,0.08183328
GALAXY,0.24920279999999997,6.399304e-05,19.31777,0.02112562,0.1375299,17.81588,0.009421282,0.09514253
GALAXY,0.3442825,7.401781e-05,21.17541,0.07368297,0.1578764,19.32759,0.02333708,0.1092182
QSO,2.358407,0.0005412637000000001,21.18723,0.04299825,0.08669996,21.2735,0.06832695,0.05997863
GALAXY,0.5619543,0.00020469369999999998,22.44207,0.17977910000000002,0.07896925,21.04918,0.08419769,0.05463056
GALAXY,0.1193646,2.4490279999999997e-05,18.24846,0.01063841,0.11385519999999999,17.29424,0.007303115,0.0787645
GALAXY,0.0729344,2.5605349999999997e-05,18.77411,0.009786794,0.22349929999999998,17.79588,0.006773015,0.1546158
GALAXY,0.6865486,0.0002597168,22.772,0.2724159,0.1304685,21.4078,0.1239124,0.09025748
GALAXY,0.14344500000000002,4.615744000000001e-05,18.39272,0.01626165,0.09349762,17.31298,0.01009342,0.06468122
GALAXY,0.33302740000000003,8.299308000000002e-05,20.42033,0.05825067,0.1364464,18.71432,0.01798306,0.09439296
GALAXY,0.08672408,6.570693e-06,18.56896,0.00985173,0.3107054,17.75204,0.007148848,0.2149445
GALAXY,0.27922040000000004,2.047119e-05,20.13263,0.03755393,0.1786966,19.15587,0.02516269,0.1236215
GALAXY,0.1375777,2.066631e-05,18.51652,0.01661902,0.13927509999999999,17.7874,0.01310175,0.09634988
GALAXY,0.1387405,1.993283e-05,17.62261,0.007909115,0.1730866,16.49031,0.004884297,0.1197405
GALAXY,0.2627062,4.358562e-05,20.0455,0.0317398,0.151059,18.44519,0.01275938,0.1045019
GALAXY,0.01964634,7.739714e-06,13.79072,0.00216847,0.1138466,12.9663,0.001897152,0.07875858
GALAXY,0.3014202,4.9604140000000004e-05,19.59412,0.02867047,0.1351509,18.07664,0.0116305,0.09349679
QSO,1.968907,0.0002066696,18.16554,0.00614545,0.1502572,18.06865,0.006579629,0.1039472
GALAXY,0.05054451,1.072203e-05,15.28723,0.003047401,0.07603877,14.448360000000001,0.002475649,0.05260327
