#Table1
class,z,zErr,modelMag_g,modelMagErr_g,extinction_g,modelMag_r,modelMagErr_r,extinction_r
QSO,1.239748,0.0003187045,18.89437,0.008687317,0.4388777,18.53834,0.008348588,0.3036135
GALAXY,0.08210291,1.684272E-05,17.16607,0.004971889,0.07011718,16.25355,0.003695704,0.04850674
GALAXY,0.2855538,7.868711E-05,21.22644,0.06433368,0.09527118,19.52608,0.02391757,0.06590816
GALAXY,0.04660146,1.572404E-05,17.35583,0.005286567,0.06261319,16.52189,0.004069146,0.04331551
GALAXY,0.5819244,0.0001451268,22.38376,0.1618936,0.1168272,20.62425,0.05466308,0.08082049
GALAXY,0.08654615,5.848352E-06,17.89255,0.007703658,0.1374012,17.35167,0.007425558,0.09505349
GALAXY,0.0423163,7.114682E-06,17.40188,0.004609144,0.1437775,16.83514,0.004219305,0.09946462
GALAXY,0.1130089,6.26998E-06,17.87409,0.007019279,0.1494578,17.38113,0.006532315,0.1033942
GALAXY,0.1353165,2.818516E-05,17.88456,0.008981087,0.2849259,16.68567,0.005295994,0.1971105
GALAXY,0.5688273,0.000247634,23.20153,0.3224957,0.1845761,21.45101,0.1008838,0.1276889
GALAXY,0.3173465,4.918553E-05,19.49874,0.02706554,0.1751052,17.9256,0.01114304,0.1211369
GALAXY,0.1441378,2.632313E-05,17.67949,0.007306094,0.06955862,16.62516,0.004843257,0.04812033
QSO,1.978434,0.0009172261,20.97486,0.04594247,0.116483,20.93157,0.06231283,0.0805824
GALAXY,0.7061952,0.0002114841,21.87081,0.2126835,0.2009147,20.36007,0.08321784,0.1389919
GALAXY,0.3518966,0.0001417418,22.08727,0.2183054,0.05594927,19.77435,0.04420651,0.03870545
QSO,1.300854,0.001064471,20.12466,0.01851457,0.2020469,19.8909,0.02004679,0.1397751
QSO,1.350936,0.0002488728,19.87119,0.01658293,0.1412733,19.54869,0.01705445,0.09773219
QSO,0.2924113,4.790601E-05,20.16266,0.03612149,0.1164813,19.0895,0.02170993,0.08058123
QSO,1.812471,0.0006128039,20.49384,0.02559694,0.1402238,20.35605,0.02811509,0.09700614
GALAXY,0.5304327,0.0001091276,21.80504,0.09768943,0.05896939,20.15923,0.03708861,0.04079475
GALAXY,0.3528525,5.726944E-05,20.46909,0.05082896,0.1468459,18.79313,0.01943465,0.1015873
GALAXY,0.1643294,4.402627E-05,18.88563,0.01439229,0.2176069,17.58079,0.008035262,0.1505395
GALAXY,0.5850323,0.0001706152,23.38766,0.5729058,0.1198023,20.69722,0.08641514,0.08287869
GALAXY,0.1151075,2.474986E-05,18.30505,0.008752721,0.09448705,17.50979,0.006367157,0.0653657
GALAXY,0.1219908,1.899873E-05,17.98741,0.01283271,0.130019,17.37751,0.009456844,0.08994653
GALAXY,0.1374106,2.789539E-05,17.88828,0.009312909,0.2340928,16.91577,0.006693459,0.1619443
GALAXY,0.06625972,9.969501E-06,17.86238,0.01061745,0.09476335,17.1131,0.007981142,0.06555684
QSO,1.044637,0.0003551255,18.49367,0.007638189,0.113301,18.32183,0.008504556,0.07838111
GALAXY,0.3017913,7.414148E-05,19.95371,0.03926684,0.111854,18.18386,0.01311613,0.0773801
QSO,2.201724,0.0004124978,19.92821,0.01770492,0.1045314,19.87297,0.0202213,0.07231436
QSO,2.360879,0.0002873822,20.93785,0.03218895,0.1621244,20.86548,0.03908926,0.1121569
QSO,1.141847,0.0005251128,18.86546,0.008656031,0.1159595,18.60643,0.008712574,0.08022026
GALAXY,0.07825661,6.520208E-06,17.7676,0.009012299,0.2078116,17.33424,0.008747185,0.1437631
GALAXY,0.05481358,7.9295E-06,19.30317,0.02751892,0.0342283,19.22501,0.0367529,0.02367898
GALAXY,0.128781,7.096165E-05,18.46768,0.008911305,0.09410638,17.42593,0.005887419,0.06510235
GALAXY,0.05143676,7.855577E-06,18.24493,0.008891614,0.1664043,17.62789,0.007486378,0.1151177
GALAXY,0.2882376,7.866248E-05,19.69435,0.02837921,0.04625736,18.12209,0.01140262,0.03200063
GALAXY,0.1520065,1.532737E-05,18.73241,0.01490438,0.1331095,17.83791,0.01031824,0.09208454
GALAXY,0.4024326,8.29011E-05,21.24895,0.07713198,0.08676512,19.35233,0.02240371,0.06002371
GALAXY,0.6585239,0.0002186632,23.00768,0.4080816,0.02822184,20.86393,0.08930068,0.01952374
GALAXY,0.6712603,0.0002474086,22.51856,0.2352833,0.03984004,20.71957,0.07068285,0.02756115
GALAXY,0.04711533,7.726422E-06,17.61963,0.006228794,0.0280499,17.17565,0.005666508,0.01940479
GALAXY,0.06270865,1.491737E-05,18.02434,0.006595404,0.03251764,17.2062,0.004974432,0.02249555
GALAXY,0.04041581,1.775438E-05,17.48441,0.008271486,0.06039972,16.96146,0.0075115,0.04178425
GALAXY,0.5416841,0.0001326825,20.48648,0.08106969,0.1103961,18.97636,0.03105585,0.07637154
GALAXY,0.3120141,6.209427E-05,20.35519,0.04729983,0.08193353,18.7002,0.01573101,0.05668123
GALAXY,0.1266324,3.342081E-05,18.61495,0.01092578,0.04746114,17.69398,0.007537571,0.0328334
GALAXY,0.1489795,2.35324E-05,17.20307,0.00577962,0.07138792,16.09247,0.003770754,0.04938583
QSO,1.341959,0.0007260768,20.5656,0.02372256,0.04341899,20.2418,0.0276038,0.03003706
QSO,0.732071,0.000125914,20.35339,0.02027442,0.02436974,20.36946,0.02665592,0.01685887
GALAXY,0.02950052,1.222387E-05,16.47498,0.00405995,0.1653588,15.57345,0.003135826,0.1143945
GALAXY,0.2927425,4.322846E-05,19.92303,0.02323607,0.07150786,18.35478,0.01003188,0.04946881
GALAXY,0.1539207,1.814202E-05,18.62806,0.01200907,0.2270226,17.73533,0.00846933,0.1570532
GALAXY,0.3218169,7.418638E-05,20.68471,0.04707176,0.1662462,18.9615,0.01559919,0.1150084
GALAXY,0.5860206,0.0001916747,22.22669,0.2061382,0.150144,20.39482,0.05807008,0.103869
GALAXY,0.04912854,1.290897E-05,18.26678,0.01721606,0.1653533,17.77313,0.01731071,0.1143907
GALAXY,0.09236082,8.730914E-06,18.52767,0.009876724,0.06844453,17.98066,0.00910107,0.04734961
QSO,1.394528,0.0004714254,20.69047,0.02598954,0.09861976,20.57774,0.03090263,0.06822469
QSO,1.337911,0.000472529,21.84974,0.05949195,0.02236171,21.18981,0.05817766,0.01546973
GALAXY,0.4150999,0.0001350198,21.7516,0.139924,0.0370548,19.97357,0.04234366,0.02563434
GALAXY,0.5824147,0.0001732515,23.408,0.3934809,0.04864417,21.48552,0.1264792,0.03365181
GALAXY,0.798402,0.0002120616,23.08797,0.2194172,0.03297346,21.88402,0.1039817,0.02281088
GALAXY,0.5824832,9.360465E-05,21.93767,0.1293051,0.03649558,20.06123,0.03870621,0.02524747
GALAXY,0.1677211,1.292166E-05,18.45732,0.008757867,0.03900692,17.72117,0.007285133,0.02698481
QSO,1.301442,-1,21.51847,0.04151773,0.1520004,21.05322,0.03916405,0.1051532
GALAXY,0.3459174,8.271834E-05,20.42666,0.04924825,0.1352542,18.62103,0.01577583,0.09356825
GALAXY,0.6674119,0.0002095954,23.58223,0.5230234,0.06134783,21.53724,0.1221195,0.04244014
QSO,0.989319,0.0006553742,20.59821,0.02375071,0.1348376,20.37002,0.02570318,0.09328004
GALAXY,0.1591035,6.091207E-06,18.35767,0.007267477,0.07776767,18.02505,0.007463255,0.05379932
QSO,1.032932,0.0004376101,20.38867,0.02037105,0.06838004,20.06369,0.02088732,0.04730499
GALAXY,0.2471853,1.480761E-05,19.7424,0.01422756,0.06785581,19.25824,0.01319241,0.04694233
GALAXY,0.384242,0.0001126299,21.60267,0.1475827,0.1154914,19.50321,0.03246411,0.07989638
QSO,1.652569,0.0005852068,21.78343,0.051907,0.05220541,21.65558,0.06235515,0.03611546
QSO,1.566588,0.0007257561,21.58282,0.04633021,0.04135544,21.34438,0.04979323,0.0286095
QSO,2.734744,0.001111087,21.69228,0.04783048,0.04674832,21.56322,0.06052509,0.03234027
GALAXY,0.6176288,0.0002017704,22.91031,0.2523613,0.08996785,20.88041,0.05943272,0.06223934
GALAXY,0.5991122,0.0001969696,22.87132,0.1999601,0.04055557,20.91252,0.05663256,0.02805615
GALAXY,0.5123606,0.0001253158,21.89748,0.1354805,0.1001073,20.17082,0.03924133,0.06925377
QSO,2.262106,0.0005168593,20.84348,0.02956955,0.1166015,21.04977,0.04825465,0.08066439
QSO,0.4892793,6.618179E-05,22.10711,0.1017701,0.1102423,20.62797,0.04272536,0.07626514
GALAXY,0.7959666,0.0004071509,23.65213,0.4551626,0.04231261,21.76271,0.15797,0.02927167
GALAXY,0.1523982,2.202349E-05,18.32114,0.00913359,0.0646647,17.45933,0.006780711,0.04473474
QSO,1.687076,0.0006436398,20.82621,0.03079972,0.03910976,20.85659,0.04218634,0.02705595
GALAXY,0.1168737,2.49577E-05,17.76913,0.006211642,0.04946653,16.84525,0.004478077,0.03422071
GALAXY,0.3414776,6.127457E-05,20.52763,0.04852167,0.05232571,18.70489,0.01551457,0.03619869
QSO,1.742734,0.0002197604,20.684,0.02677583,0.0242959,20.6577,0.03511622,0.01680779
GALAXY,0.6634508,0.0001536493,22.44802,0.1987801,0.03369581,20.8058,0.08044189,0.02331061
QSO,1.601327,0.0009530724,20.44245,0.0244212,0.03466439,20.17022,0.02398751,0.02398066
GALAXY,0.7180107,5.997494E-05,22.74545,0.1560372,0.1620705,22.48471,0.1665563,0.1121196
GALAXY,0.6368811,0.0001889228,23.54029,0.3256223,0.116849,21.38088,0.0668646,0.0808356
QSO,1.558095,0.0004297272,19.58068,0.01184841,0.03513595,19.30391,0.0123533,0.02430689
GALAXY,0.2427449,3.009396E-05,19.20269,0.01537421,0.06798956,17.77223,0.007385657,0.04703486
GALAXY,0.5798485,0.0001622539,22.56398,0.2450303,0.08656775,20.77604,0.06657847,0.05988717
GALAXY,0.6194664,9.593276E-05,22.57127,0.1489476,0.03091227,20.88247,0.04904156,0.02138497
GALAXY,0.07578212,7.542462E-06,16.59418,0.004287211,0.03170344,16.14951,0.004171336,0.02193229
