#Table1
class,z,zErr,modelMag_g,modelMagErr_g,extinction_g,modelMag_r,modelMagErr_r,extinction_r
GALAXY,0.005298289,9.554308E-06,21.36925,0.06259305,0.09180281,21.34495,0.08318551,0.06350876
QSO,1.809911,0.001019995,19.96998,0.01644669,0.08753417,19.80652,0.01845887,0.06055573
GALAXY,0.1657357,4.520045E-05,18.48636,0.01092754,0.09132647,17.45197,0.007219312,0.06317922
GALAXY,0.1757628,3.685787E-05,18.51347,0.01061107,0.05418153,17.39496,0.006816333,0.03748253
QSO,2.837089,0.001295241,21.86913,0.08137468,0.07444128,21.91569,0.1405785,0.05149813
GALAXY,0.4783598,0.0001329805,21.88871,0.1120226,0.05877419,20.10116,0.03688815,0.04065971
GALAXY,0.1345192,3.075418E-05,18.19005,0.008441664,0.0413693,17.1194,0.005613992,0.02861909
QSO,3.292327,0.0003624125,20.63159,0.02306442,0.06617349,19.98504,0.01917859,0.04577851
QSO,1.988845,0.0002941673,20.04375,0.01759504,0.1251265,20.02566,0.02392646,0.08656191
GALAXY,0.605385,0.0002829593,21.20464,0.1052951,0.07836913,20.15552,0.06433136,0.05421541
GALAXY,0.07832308,9.848737E-06,16.78322,0.005426609,0.1158906,16.21707,0.005069979,0.08017257
GALAXY,0.4588492,0.000118799,21.71021,0.1087251,0.0614041,19.96618,0.03912038,0.04247907
GALAXY,0.5315146,0.0002059483,22.37017,0.1200511,0.05944383,20.81182,0.05251145,0.04112297
GALAXY,0.5107068,0.0001432324,22.27211,0.1017477,0.03379413,20.76141,0.04500875,0.02337863
GALAXY,0.330859,9.925938E-05,20.28424,0.04260482,0.1285235,18.55894,0.01528126,0.08891194
GALAXY,0.4720277,5.86746E-05,22.68452,0.1362864,0.2750438,21.41254,0.06780048,0.190274
GALAXY,0.06836877,1.454631E-05,16.63382,0.004289025,0.1170079,15.71881,0.003343336,0.08094554
GALAXY,0.05674112,1.422134E-05,18.27406,0.01332874,0.148858,17.70759,0.01113184,0.1029793
QSO,1.396252,0.0005526936,19.18272,0.01102204,0.1063005,18.88576,0.01108359,0.07353816
QSO,2.254887,0.000272465,21.37472,0.05065171,0.07910803,21.20274,0.06391545,0.05472657
GALAXY,0.100701,2.951829E-05,18.60626,0.009505264,0.05090272,17.64658,0.006661113,0.03521427
QSO,1.643468,0.001226077,19.97865,0.01896108,0.03005295,19.92095,0.02165484,0.02079049
QSO,2.263653,0.001174222,21.71416,0.06734119,0.0650127,21.46593,0.06698213,0.04497549
GALAXY,0.4870329,8.149774E-05,21.13882,0.05788339,0.1189237,19.75369,0.0265894,0.08227088
GALAXY,0.3114889,7.929466E-05,20.38163,0.03467209,0.1436252,18.75002,0.01319301,0.09935921
GALAXY,0.05740632,5.683159E-06,18.5174,0.008815208,0.08696337,18.19911,0.008900308,0.06016086
GALAXY,0.5030171,0.0001302281,22.51344,0.2069764,0.1615002,20.61106,0.05347098,0.1117251
QSO,2.194798,0.0001919728,21.14953,0.04085275,0.08414476,21.13945,0.06271376,0.05821095
GALAXY,0.1021172,8.606318E-06,17.96506,0.007618784,0.1714681,17.4161,0.006657311,0.1186208
GALAXY,0.3098531,4.89932E-05,20.01307,0.03373182,0.1195522,18.42562,0.01300837,0.08270565
GALAXY,0.6852098,9.957634E-05,22.83371,0.2123909,0.0620492,21.24232,0.08223312,0.04292535
GALAXY,0.6129957,0.0001843732,22.1215,0.1339289,0.1744466,20.77513,0.06251255,0.1206814
GALAXY,0.07928547,1.829498E-05,17.46572,0.005549239,0.08479765,16.77909,0.004539316,0.05866262
GALAXY,0.4433628,0.0001401638,21.77393,0.1033302,0.1839866,19.89865,0.02951531,0.1272811
QSO,2.758009,0.0006453163,21.10723,0.03482696,0.0845422,20.93442,0.04020143,0.0584859
GALAXY,0.1189677,1.914125E-05,19.60634,0.02956443,0.06751728,19.11594,0.02958955,0.04670814
GALAXY,0.6195329,0.0001373584,22.23472,0.1908461,0.02966268,20.52007,0.06490827,0.0205205
GALAXY,0.7292551,0.0002336829,23.12582,0.2965305,0.03465758,21.91794,0.1666884,0.02397595
GALAXY,0.1090638,4.267995E-06,18.25678,0.008433332,0.1567103,17.73494,0.006943412,0.1084114
GALAXY,0.6919244,0.0001652807,23.04258,0.3630407,0.2461749,21.00774,0.09683312,0.1703027
GALAXY,0.5938176,0.0001598319,24.01787,0.5080802,0.08802035,21.11694,0.06274964,0.06089207
QSO,1.568587,0.0002911632,21.37109,0.03788493,0.0421517,21.22183,0.04768761,0.02916035
QSO,1.734435,0.0004537198,20.95699,0.02835027,0.1216982,20.92289,0.03556762,0.08419026
GALAXY,0.5955436,0.0001071534,22.27549,0.1357249,0.07286514,20.73237,0.05424858,0.05040776
GALAXY,0.3356788,0.0001488524,22.09699,0.08878074,0.03620552,20.47114,0.03519959,0.02504681
QSO,0.9281603,0.0007088078,21.45728,0.04497049,0.02063564,21.07691,0.04556352,0.01427564
GALAXY,0.5598894,0.0001045766,21.50189,0.06324495,0.04496275,20.27983,0.03659677,0.03110502
GALAXY,0.05588252,8.856293E-06,17.18335,0.005885309,0.05929093,16.71774,0.00602004,0.04101719
QSO,1.518971,0.0007751593,21.14864,0.04812863,0.04677315,20.94702,0.05554452,0.03235745
GALAXY,0.02451503,9.928441E-06,20.49572,0.03439215,0.03287306,20.56517,0.05009985,0.02274143
GALAXY,0.5043131,0.0001816736,21.97126,0.1076766,0.04585554,20.33525,0.03458209,0.03172265
GALAXY,0.3394081,5.194236E-05,20.80397,0.03979972,0.0391354,19.01874,0.01365444,0.02707369
GALAXY,0.4784171,0.000137603,22.17147,0.1256529,0.03083763,20.31859,0.03940644,0.02133333
QSO,0.5236483,2.570227E-05,19.38874,0.02201323,0.08909747,18.6424,0.01647973,0.06163722
GALAXY,0.08295926,1.251686E-05,16.85752,0.004646999,0.05603805,15.91397,0.003366719,0.03876686
QSO,2.311209,0.0007393243,20.26027,0.02115636,0.0503909,20.2084,0.02623273,0.03486019
QSO,2.516628,0.0002289628,20.04443,0.01860161,0.05045957,20.04748,0.02309805,0.03490769
QSO,1.749629,0.0004167212,20.83807,0.03365066,0.07082608,20.97901,0.04988385,0.04899715
QSO,2.421396,0.0008310962,20.97916,0.0352647,0.02993401,20.87724,0.04898148,0.02070821
GALAXY,0.4891651,0.000164352,22.54442,0.1609647,0.09418526,20.79212,0.05595581,0.06515693
GALAXY,0.6024402,0.0001863997,22.51213,0.2327745,0.04484065,20.81871,0.08068982,0.03102056
GALAXY,0.2151186,3.012877E-05,19.66171,0.02164159,0.04173413,18.9748,0.01908412,0.02887148
GALAXY,0.09871337,5.126733E-06,18.20403,0.006734763,0.0549826,17.55857,0.005942723,0.03803671
GALAXY,0.3473494,5.696956E-05,20.38967,0.04164612,0.2458187,18.6521,0.01588243,0.1700563
QSO,2.469633,0.0003459175,21.9124,0.06976686,0.04215637,22.03536,0.1164792,0.02916358
GALAXY,0.5442819,0.0001226215,21.16259,0.1023288,0.07151414,19.84132,0.05157954,0.04947316
GALAXY,0.3304224,6.043998E-05,20.22705,0.03798253,0.04190456,18.59913,0.01491091,0.02898938
GALAXY,0.09828229,2.282962E-05,16.72595,0.004609528,0.04779336,15.99899,0.00405156,0.03306323
GALAXY,0.6033802,0.0001629522,22.54045,0.2061338,0.03202143,20.7029,0.06594251,0.02215227
GALAXY,0.6965718,0.0002895239,22.21611,0.2859176,0.1316299,20.59837,0.1019288,0.09106092
GALAXY,0.2753676,5.26007E-05,19.56573,0.02522248,0.1360975,18.12457,0.01157085,0.09415161
GALAXY,0.165855,2.216351E-05,18.58516,0.009803327,0.08497518,17.53009,0.006576832,0.05878544
GALAXY,0.3856003,9.644111E-05,20.86074,0.06883647,0.164409,19.06704,0.02200344,0.1137374
GALAXY,0.02303885,6.849906E-06,15.33155,0.002568925,0.05619655,14.48547,0.002217501,0.03887651
QSO,1.723943,0.0004632491,20.58088,0.02170479,0.07029662,20.66541,0.03055162,0.04863088
QSO,1.061364,0.0004869093,19.19583,0.01024643,0.05424731,18.97548,0.01074275,0.03752804
QSO,0.7767444,0.0002165401,21.96755,0.05735345,0.1148926,21.42871,0.05744598,0.07948218
GALAXY,0.6957516,0.0001057801,21.86672,0.1002755,0.03548775,20.88259,0.05696446,0.02455026
