#Table1
class,z,zErr,modelMag_g,modelMagErr_g,extinction_g,modelMag_r,modelMagErr_r,extinction_r
QSO,2.232057,0.0002268124,19.68298,0.0141063,0.07161045,19.64503,0.01739336,0.04953978
GALAXY,0.4507627,0.0001675569,22.61076,0.1742705,0.1195999,20.58907,0.04404052,0.08273864
GALAXY,0.6263239,0.0001850282,23.28828,1.643696,0.1717395,19.657,0.09793523,0.1188086
GALAXY,0.1486041,3.588669E-05,18.50433,0.0121526,0.06701765,17.45952,0.007574144,0.0463625
GALAXY,0.2293693,4.175757E-05,19.38388,0.01879332,0.09189827,17.99962,0.009452751,0.0635748
GALAXY,0.6013319,0.000149453,22.36155,0.1318449,0.1013563,20.89909,0.05297142,0.07011783
GALAXY,0.3230408,7.601905E-05,20.95041,0.0575503,0.1090089,19.21712,0.0190054,0.07541182
GALAXY,0.6629184,0.0001998717,24.30734,1.079807,0.08008467,21.17775,0.1081024,0.0554022
GALAXY,0.06240187,4.053693E-05,18.80353,0.02108073,0.5101742,17.60565,0.01064874,0.3529362
GALAXY,0.09314261,1.965432E-05,17.33416,0.005190574,0.1842932,16.3311,0.003725433,0.1274932
GALAXY,0.2586035,5.065067E-05,19.93446,0.02730928,0.1679357,18.45797,0.01259066,0.1161772
GALAXY,0.2702569,4.624558E-05,19.64942,0.02216519,0.06590434,18.14963,0.01031094,0.04559232
GALAXY,0.3997323,8.548145E-05,20.89233,0.05633808,0.1424684,19.19624,0.01895825,0.09855897
GALAXY,0.09405735,2.729404E-05,18.54857,0.01068324,0.1659961,17.55694,0.006900927,0.1148353
GALAXY,0.5256278,0.000148444,22.42471,0.141447,0.1510367,20.66985,0.04868096,0.1044865
GALAXY,0.01998166,1.872683E-05,17.65768,0.007581079,0.09503619,16.99998,0.006684852,0.06574559
GALAXY,0.1612218,2.876473E-05,18.00615,0.008871952,0.1154703,16.81357,0.005344514,0.07988184
GALAXY,0.1539875,2.009986E-05,19.89945,0.02843095,0.4214376,19.10814,0.01873252,0.2915486
GALAXY,0.4014574,7.944612E-05,21.19571,0.07538372,0.2324139,19.31956,0.02264311,0.1607828
GALAXY,0.03960512,5.448062E-06,18.27813,0.009160776,0.3515105,17.78164,0.009465486,0.2431733
QSO,0.8591734,0.0003891017,20.80561,0.02999479,0.1693574,20.58986,0.03800164,0.1171607
GALAXY,0.0176709,8.015972E-06,17.04807,0.004399806,0.09054252,16.68037,0.00453622,0.06263689
GALAXY,0.1244523,2.482729E-05,18.07675,0.008203049,0.103803,17.0739,0.005831109,0.07181042
GALAXY,0.8196395,0.0001113704,21.97118,0.1287369,0.1048825,21.25543,0.1062827,0.07255722
GALAXY,0.5087796,0.0001407575,22.32299,0.1379318,0.08079239,20.88417,0.05913493,0.0558918
GALAXY,0.5998064,0.000131411,22.41362,0.2000807,0.08770547,20.92537,0.07801688,0.06067424
GALAXY,0.6741579,0.0003503247,20.9201,0.4803305,0.132349,18.53403,0.0860495,0.09155843
GALAXY,0.4746393,0.0003907663,22.35427,0.2059215,0.1000192,20.62365,0.06679881,0.06919281
GALAXY,0.05415801,1.407775E-05,15.79696,0.003184125,0.07669879,14.97484,0.002652328,0.05305987
QSO,2.250449,0.000992578,21.65055,0.06570788,0.04512648,21.55791,0.09545189,0.03121829
GALAXY,0.466536,0.0001706247,21.8677,0.1371553,0.05986732,19.94185,0.03833361,0.04141594
QSO,1.439178,0.0004426501,20.37605,0.02314747,0.1375048,20.22165,0.02628276,0.09512519
QSO,0.9184471,0.08653279,23.04818,0.4899728,0.07567048,21.73607,0.2387801,0.05234849
GALAXY,0.5913606,0.0003198392,22.13035,0.1166661,0.04835067,20.75102,0.05285058,0.03344877
GALAXY,0.02891645,2.010938E-05,18.24269,0.01361485,0.1488956,17.61673,0.01138318,0.1030053
GALAXY,0.2895386,5.596883E-05,20.1673,0.03523578,0.04886603,18.61196,0.01457089,0.0338053
QSO,0.7538262,0.0007759186,21.04269,0.04141905,0.1051277,20.97568,0.054082,0.07272688
GALAXY,0.09182233,1.732146E-05,17.46419,0.006435127,0.1067577,16.51752,0.004515626,0.07385445
GALAXY,0.1366423,3.136408E-05,18.88076,0.01411949,0.04601717,17.80098,0.008739609,0.03183446
GALAXY,0.1460032,2.626061E-05,18.0266,0.01046377,0.1709451,16.89233,0.006378899,0.118259
GALAXY,0.3210153,5.906662E-05,20.59468,0.05673728,0.1520946,18.75972,0.01691787,0.1052183
GALAXY,0.4849881,0.0001149427,22.1817,0.1453777,0.1834693,20.58882,0.05340205,0.1269232
QSO,2.182127,0.0001846028,20.53808,0.02487058,0.08359081,20.58431,0.03218175,0.05782773
GALAXY,0.0712286,2.222982E-05,17.85364,0.006942267,0.08486973,17.03116,0.005329753,0.05871249
QSO,2.061601,0.000628314,20.34816,0.02050498,0.07561807,20.39144,0.03080473,0.05231223
QSO,2.545319,0.0002308152,20.6259,0.02561809,0.06644414,20.55846,0.03537182,0.04596575
GALAXY,0.3114259,6.953542E-05,20.53128,0.05992769,0.08448904,18.81469,0.02016278,0.05844913
GALAXY,0.6972304,0.0002386455,22.13626,0.4060381,0.1050195,20.03509,0.0891474,0.07265203
QSO,0.6101084,4.21184E-05,21.49411,0.08619993,0.06440174,20.41318,0.04646318,0.04455283
GALAXY,0.6305344,0.00016939,22.26715,0.2200442,0.1154187,20.29137,0.05750036,0.07984611
GALAXY,0.04950951,1.583579E-05,16.96462,0.004843816,0.1166614,16.126,0.003719339,0.0807058
GALAXY,0.07924253,1.240972E-05,18.42132,0.01191367,0.06573328,17.50254,0.008154255,0.04547398
GALAXY,0.3755813,9.594009E-05,21.32949,0.07873277,0.1055698,19.56673,0.02646057,0.07303273
GALAXY,0.7656928,8.002081E-05,21.68414,0.06595105,0.05940856,20.7077,0.04318359,0.04109857
GALAXY,0.4338869,0.0001280442,21.48373,0.111806,0.09897681,19.61738,0.03333208,0.0684717
GALAXY,0.6130662,0.0002420587,22.41206,0.1802198,0.1358735,21.33109,0.1044131,0.09399667
GALAXY,0.1310761,9.511746E-06,18.2061,0.009220406,0.09997352,17.57743,0.008222967,0.06916121
GALAXY,0.05941015,3.487154E-05,18.49925,0.0114981,0.11016,17.64587,0.008346967,0.07620818
GALAXY,0.1850564,3.50593E-05,18.07383,0.01075337,0.2014726,16.77337,0.006079045,0.1393778
GALAXY,0.1733977,3.23809E-05,18.58096,0.0100427,0.0956677,17.36973,0.005924034,0.06618247
GALAXY,0.3831506,7.327114E-05,21.49562,0.1140216,0.08865386,19.58138,0.02962838,0.06133033
GALAXY,0.6391899,0.0002645699,24.9142,0.6892443,0.2018643,22.23255,0.1628574,0.1396488
GALAXY,0.2857262,5.203425E-05,20.03336,0.03779893,0.1671438,18.5153,0.01296066,0.1156293
