#Table1
class,z,zErr,modelMag_g,modelMagErr_g,extinction_g,modelMag_r,modelMagErr_r,extinction_r
GALAXY,0.603551,0.0001082515,22.54973,0.1633659,0.08184449,21.57647,0.102281,0.05661964
GALAXY,0.4405043,0.000195387,24.08705,0.7552381,0.07126538,21.41742,0.111329,0.04930106
GALAXY,0.7253038,0.0001334692,21.64799,0.1381099,0.2551936,20.59969,0.08378401,0.1765417
GALAXY,0.1323564,2.556342E-05,17.63837,0.007167931,0.08362933,16.57561,0.004647181,0.05785439
GALAXY,0.6030948,0.0002371104,22.13383,0.181203,0.1405148,20.68566,0.07553467,0.0972075
GALAXY,0.1657729,1.514312E-05,18.38946,0.00973917,0.1298878,17.54964,0.007958586,0.08985581
QSO,3.488369,0.0002717371,20.89092,0.03054135,0.1736538,20.16062,0.02224169,0.1201329
QSO,1.319268,0.4009741,21.48206,0.0513517,0.1178605,21.16425,0.06370484,0.08153532
QSO,1.755768,0.0005835237,18.90575,0.008974936,0.05395504,18.92381,0.010856,0.03732585
GALAXY,0.6049424,0.0001097038,22.02174,0.1074685,0.1171977,21.20207,0.08066878,0.08107682
QSO,1.662965,0.000528214,19.23807,0.01157313,0.0545232,19.1699,0.01331063,0.0377189
QSO,1.138465,0.0004336775,21.76391,0.06538887,0.1051848,21.48833,0.08720892,0.07276639
GALAXY,0.1173024,1.44095E-05,18.2044,0.01008911,0.03746693,17.70832,0.01041606,0.02591945
GALAXY,0.2096068,3.748239E-05,18.64777,0.009675961,0.05028282,17.41374,0.005930586,0.03478542
GALAXY,0.0695084,1.455624E-05,17.44533,0.005162854,0.1324837,16.55831,0.004049843,0.09165163
GALAXY,0.2745401,4.322553E-05,20.13953,0.0407214,0.1742289,18.51567,0.01622716,0.1205307
GALAXY,0.5057976,0.0001466247,22.20518,0.1300127,0.07215629,20.68757,0.0485484,0.04991738
GALAXY,0.5292406,0.0001001515,22.05342,0.1901415,0.09286191,20.16127,0.0495862,0.06424144
QSO,2.618967,0.0010271,20.70353,0.02942186,0.08359698,20.57863,0.03447748,0.057832
GALAXY,0.05356537,2.63534E-05,18.31497,0.008485084,0.1278522,17.51814,0.006640689,0.08844756
GALAXY,0.1076133,3.278374E-05,18.75109,0.01011279,0.146887,17.74614,0.006791839,0.1016157
QSO,2.599927,0.000175532,20.40216,0.02330234,0.09573504,20.23636,0.02594762,0.06622906
GALAXY,0.4319198,7.745344E-05,21.07417,0.07258014,0.1135813,19.40433,0.02462319,0.07857503
GALAXY,0.7147492,0.0001385997,22.9811,0.2081963,0.05917213,20.98054,0.05112052,0.04093501
GALAXY,0.5476842,0.0002060131,22.34901,0.1933958,0.1571809,20.66154,0.06408187,0.108737
GALAXY,0.5296957,0.000161962,22.00443,0.1696569,0.05012231,20.21218,0.05095255,0.03467438
GALAXY,0.5060853,0.0001115864,22.25547,0.1310634,0.1723014,20.52785,0.0467797,0.1191973
GALAXY,0.1069013,1.957074E-05,18.31101,0.01008804,0.0418445,17.46162,0.007231814,0.02894783
QSO,2.88545,0.001057924,21.88078,0.07090208,0.04865478,21.73143,0.08115406,0.03365915
GALAXY,0.6412957,0.0001845286,23.34806,0.5273854,0.03974112,21.80726,0.1982023,0.02749272
GALAXY,0.2364084,3.733292E-05,18.94861,0.01368142,0.03295374,17.57269,0.006972974,0.02279725
GALAXY,0.2258001,4.022317E-05,19.22868,0.01646607,0.08770369,17.85604,0.008193212,0.06067301
GALAXY,0.4797073,0.0001384087,21.45391,0.07829688,0.07226675,19.9965,0.03288984,0.0499938
GALAXY,0.6091129,0.0001379422,22.29214,0.2092714,0.2103964,20.48956,0.06550448,0.1455512
GALAXY,0.6328765,0.0003186698,24.97666,0.76802,0.06435781,21.51822,0.08729055,0.04452243
GALAXY,0.1072328,9.502979E-06,19.83024,0.03215542,0.385001,19.26403,0.02931058,0.2663419
GALAXY,0.5658376,0.0002059096,21.57539,0.2131951,0.1463683,20.10793,0.08277046,0.1012569
GALAXY,0.1319789,1.228176E-05,17.4524,0.006616694,0.0347823,16.81256,0.005992585,0.02406223
GALAXY,0.3291673,6.51208E-05,20.6558,0.05039256,0.03050759,18.87255,0.01659343,0.02110501
GALAXY,0.1573792,2.315641E-05,18.40825,0.01119448,0.05711271,17.41297,0.00755952,0.03951031
GALAXY,0.08622769,1.09613E-05,21.74321,0.07231165,0.06986932,22.00368,0.1491404,0.04833527
QSO,0.9433431,0.0005629609,21.76837,0.05535132,0.05666283,21.47235,0.05981503,0.03919908
GALAXY,0.05011609,6.816632E-06,16.81935,0.004462688,0.1855014,15.99215,0.003647525,0.128329
GALAXY,0.1972854,3.679635E-05,18.67086,0.01295806,0.05663617,17.38024,0.007567912,0.03918064
