#Table1
class,z,zErr,modelMag_g,modelMagErr_g,extinction_g,modelMag_r,modelMagErr_r,extinction_r
QSO,0.205243,5.076846E-05,19.88602,0.01989577,0.1639911,18.71498,0.01123044,0.1134483
GALAXY,0.1396703,1.477698E-05,17.60966,0.00900187,0.1288881,16.83005,0.007004617,0.08916422
GALAXY,0.5293584,0.000158631,22.2449,0.1197948,0.1560168,21.13564,0.06433434,0.1079317
GALAXY,0.005732589,8.645712E-06,17.96449,0.01948378,0.1431531,17.70204,0.02789086,0.09903265
GALAXY,0.6017046,0.000160252,23.96644,0.7015214,0.1031683,21.1038,0.08235247,0.07137138
QSO,1.128712,0.0005023773,18.83368,0.008373561,0.0702566,18.64171,0.008743564,0.04860319
GALAXY,0.5776301,0.0001007685,22.00123,0.1062791,0.08780234,20.36234,0.03608407,0.06074125
GALAXY,0.03951054,1.39998E-05,16.41764,0.003952862,0.07740439,15.78253,0.003451458,0.053548
QSO,2.399134,0.000391156,20.41059,0.02328179,0.133929,20.30161,0.02564995,0.09265145
GALAXY,0.6019651,0.0002059956,22.02954,0.2446971,0.1231685,20.06291,0.06637092,0.08520738
GALAXY,0.7204696,0.000199722,23.47707,0.4271269,0.1321048,21.72462,0.1280071,0.09138949
GALAXY,0.08074103,7.072442E-06,17.04395,0.004892607,0.09386782,16.38441,0.004114422,0.06493732
GALAXY,0.3783675,0.0001397932,22.52431,0.2379301,0.2093311,21.10598,0.09643865,0.1448143
GALAXY,0.04401547,1.103348E-05,16.9854,0.006357262,0.192661,16.44703,0.006364402,0.133282
QSO,0.1747279,3.37265E-05,18.94932,0.009447502,0.293978,18.57625,0.00906723,0.2033726
GALAXY,0.4920539,8.664648E-05,21.50042,0.09590708,0.07349893,19.82397,0.0354095,0.05084622
GALAXY,0.1602494,1.251214E-05,16.98136,0.004864255,0.07160571,16.31665,0.004386089,0.0495365
GALAXY,0.1277016,1.375494E-05,17.92489,0.01033868,0.07872231,17.26224,0.008526457,0.05445972
GALAXY,0.05885433,9.784203E-06,15.61199,0.002679991,0.07053316,14.78934,0.002366459,0.04879451
GALAXY,0.0500465,8.444468E-06,17.27736,0.005749615,0.1217226,16.66993,0.004912253,0.08420713
GALAXY,0.1198724,1.152877E-05,18.15804,0.00783945,0.1010256,17.47272,0.006481098,0.06988908
GALAXY,0.4700175,8.46004E-05,21.34282,0.09051326,0.1387309,19.61887,0.03020525,0.09597342
GALAXY,0.06460316,9.694594E-06,18.04991,0.009633739,0.07091296,17.55266,0.00887693,0.04905726
GALAXY,0.08295976,6.99221E-06,17.80079,0.005912843,0.09119166,17.39111,0.005804105,0.06308597
QSO,1.748978,0.000904254,20.85969,0.03279,0.1259626,20.8986,0.04908808,0.08714034
GALAXY,0.5763291,0.0001190641,21.84596,0.1203236,0.1203411,20.49295,0.05848556,0.08325139
GALAXY,0.0381099,1.335809E-05,18.51838,0.009201024,0.05021382,17.67875,0.007006369,0.03473769
GALAXY,0.5998527,4.64455E-05,20.96663,0.0448113,0.2471782,19.94156,0.03061357,0.1709968
QSO,2.627843,0.0008859267,21.00439,0.03069743,0.04862738,20.98349,0.04283861,0.0336402
GALAXY,0.208844,2.963329E-05,19.1649,0.01774462,0.0821333,17.79601,0.008840514,0.05681944
GALAXY,0.4950838,0.0001802411,21.6082,0.1196907,0.1435114,20.18812,0.05325839,0.09928051
GALAXY,0.6298715,0.0001822131,24.73184,1.027099,0.118638,21.28878,0.09359887,0.08207324
GALAXY,0.6021543,7.677593E-05,21.54861,0.08073208,0.08248393,20.74328,0.06655011,0.057062
QSO,0.3022638,8.35948E-05,19.93766,0.02132464,0.03662267,18.984,0.01493872,0.02533539
GALAXY,0.1050302,2.293643E-05,16.12134,0.004264825,0.04285791,15.25686,0.00343335,0.0296489
GALAXY,0.3348222,6.307237E-05,19.83218,0.02932428,0.1047292,18.04132,0.01121977,0.07245115
GALAXY,0.794178,0.0001282894,21.88844,0.09379902,0.1253714,20.87915,0.06167627,0.08673137
GALAXY,0.4969881,0.0001816886,22.98191,0.2555724,0.2179626,21.0436,0.06909335,0.1507855
GALAXY,0.09043022,1.421771E-05,18.64475,0.01296799,0.1072777,17.75492,0.009249506,0.07421422
QSO,2.26907,0.0003134093,19.91943,0.0161849,0.1574499,19.87475,0.01965715,0.1089231
GALAXY,0.2174068,3.696668E-05,18.99591,0.01375121,0.08600655,17.67353,0.007356015,0.05949894
GALAXY,0.08922465,3.735998E-05,18.15663,0.01073326,0.1953167,17.16386,0.007004056,0.1351192
GALAXY,0.1704998,3.312217E-05,18.89098,0.01422446,0.0867926,17.67634,0.007895043,0.06004271
GALAXY,0.1506826,3.557517E-05,18.55946,0.01160087,0.1363247,17.4426,0.007222944,0.09430883
GALAXY,0.5450792,0.0002081678,22.8562,0.3338968,0.2110068,20.7364,0.07758696,0.1459735
GALAXY,0.1321394,8.132016E-06,18.34036,0.008567827,0.1076815,17.76041,0.007473957,0.07449356
GALAXY,0.05571252,2.537015E-05,18.47741,0.009235707,0.1210848,17.59125,0.006836184,0.08376588
GALAXY,0.08485489,1.998398E-05,17.78067,0.006727265,0.08608218,16.8771,0.005007371,0.05955125
GALAXY,0.07183318,2.222721E-05,18.21292,0.00795399,0.1104902,17.2805,0.00551375,0.07643659
GALAXY,0.3430285,0.0001173223,19.63866,0.03193565,0.07336871,17.91553,0.01114759,0.05075613
GALAXY,0.1032603,1.434403E-05,18.55848,0.01359081,0.2448603,17.53304,0.008544016,0.1693932
GALAXY,0.1950102,2.245018E-05,19.93916,0.03549637,0.1364629,19.03046,0.02384786,0.09440443
GALAXY,0.3705612,0.0001158803,21.58112,0.1065931,0.1099051,19.95009,0.03851406,0.07603184
QSO,1.788024,0.0002407526,18.03814,0.006189888,0.1269908,17.94012,0.006745704,0.08785167
GALAXY,0.569876,4.390851E-05,21.25747,0.07762813,0.07106852,20.07975,0.04570296,0.04916487
QSO,2.200482,0.0003276331,18.91265,0.009515032,0.225451,18.69298,0.009721391,0.1559659
GALAXY,0.6786064,0.0001868993,23.43145,0.4243235,0.2415051,21.41229,0.1086682,0.1670721
GALAXY,0.04001821,1.177829E-05,16.9763,0.007847141,0.2785287,16.43576,0.006945501,0.1926848
GALAXY,0.1155643,2.139452E-05,17.43812,0.006200042,0.1236745,16.44891,0.004405401,0.08555748
GALAXY,0.512824,0.0001867688,22.21996,0.2165831,0.09772465,20.40915,0.06659892,0.06760547
GALAXY,0.456863,0.0001165318,21.54803,0.12351,0.1880202,19.61774,0.03469174,0.1300715
QSO,2.358121,0.0002924405,19.36674,0.01125971,0.03116281,19.39301,0.01535405,0.02155829
QSO,0.8298331,0.0001280887,21.43431,0.05663614,0.05285163,21.72959,0.09508473,0.03656251
QSO,2.081027,0.0005134976,20.25394,0.02014754,0.09323901,19.47968,0.01549448,0.06450231
QSO,1.947177,0.0004738342,20.32366,0.02072909,0.08093829,20.11705,0.02462103,0.05599273
GALAXY,0.4630011,0.0001564935,22.0074,0.1427766,0.376864,20.01679,0.03512376,0.2607127
GALAXY,0.5235438,0.000179013,22.07582,0.1485173,0.1112385,20.25813,0.04444048,0.07695428
GALAXY,0.4081153,0.0001398199,21.86838,0.1146053,0.07080621,20.36634,0.04937338,0.04898341
GALAXY,0.09939345,5.376398E-05,17.60794,0.006909306,0.1335326,16.65634,0.004776364,0.09237722
GALAXY,0.4579303,0.0001367484,22.26712,0.1623822,0.09122159,20.39823,0.0427162,0.06310668
GALAXY,0.2597755,6.179677E-05,20.89352,0.06158601,0.1199019,19.25339,0.0219884,0.08294755
GALAXY,0.463418,0.0001285896,21.02074,0.07150004,0.06390776,19.13951,0.02104579,0.04421109
QSO,3.035401,0.0006301089,20.55576,0.0231159,0.048833,20.25722,0.02285304,0.03378244
GALAXY,0.07471258,1.122763E-05,17.72426,0.007414065,0.05084789,17.22788,0.006785471,0.03517633
GALAXY,0.1130896,2.609376E-05,18.59227,0.009377936,0.1852312,17.5032,0.006124943,0.1281421
GALAXY,0.04955673,1.242853E-05,16.53328,0.003772245,0.05247611,15.66779,0.002995725,0.03630273
GALAXY,0.0658856,1.086106E-05,17.03699,0.004275566,0.1543979,16.1179,0.003401661,0.1068118
GALAXY,0.6009032,0.0001797832,22.68274,0.2234866,0.05507959,21.22154,0.09241471,0.0381038
GALAXY,0.5526397,0.0002633737,22.84851,0.2005375,0.08414046,21.66177,0.1015145,0.05820799
GALAXY,0.6548891,0.0004085016,23.17678,0.4397803,0.09333727,21.33537,0.1257719,0.06457029
GALAXY,0.5229645,0.0001342358,21.86655,0.1295198,0.06767443,20.31112,0.05929355,0.04681686
GALAXY,0.4873618,0.0001036243,21.32561,0.1398369,0.3354237,19.42199,0.03637579,0.2320446
GALAXY,0.2728187,4.745598E-05,20.098,0.03762429,0.1441805,18.51603,0.01589846,0.09974342
GALAXY,0.06521273,1.51169E-05,18.17205,0.01170227,0.03571673,17.68694,0.01079278,0.02470867
GALAXY,0.4262708,5.546553E-05,20.81156,0.05312712,0.1010211,19.10653,0.01846945,0.06988595
GALAXY,0.4806697,8.499639E-05,20.65682,0.07373284,0.04105667,18.73146,0.02028794,0.02840281
GALAXY,0.1158911,2.209748E-05,17.97285,0.007485858,0.06405427,17.08866,0.005334143,0.04431244
GALAXY,0.6163629,0.0001362461,22.21652,0.1666826,0.05090835,20.45657,0.0470669,0.03521816
GALAXY,0.07001291,8.761427E-06,17.67204,0.007466669,0.04695363,17.14965,0.00673331,0.0324823
GALAXY,0.2287531,3.084855E-05,22.13595,0.2611718,0.1270995,19.44577,0.04769174,0.08792685
GALAXY,0.1399132,1.340363E-05,17.49732,0.006289825,0.04432019,16.81335,0.00517079,0.0306605
GALAXY,0.06825814,1.530788E-05,17.13244,0.006013875,0.05115496,16.60975,0.004876019,0.03538877
GALAXY,0.490037,0.0002203515,21.28396,0.05157928,0.05361822,20.36088,0.03379947,0.03709284
GALAXY,0.05232514,1.432548E-05,16.76264,0.003981371,0.04088186,15.80622,0.003078538,0.02828188
QSO,1.610367,0.0001888897,18.76976,0.0083458,0.05014108,18.64491,0.009371945,0.03468737
