#Table1
class,z,zErr,modelMag_g,modelMagErr_g,extinction_g,modelMag_r,modelMagErr_r,extinction_r
GALAXY,0.1832486,4.407762E-05,17.90642,0.01092512,0.3964368,16.58882,0.005729919,0.2742531
GALAXY,0.6139239,0.0001730454,22.76951,0.1996756,0.2131229,21.1283,0.07223915,0.1474375
GALAXY,0.6417513,0.0002798766,23.48001,0.6535171,0.1398539,20.83038,0.09650076,0.09675028
GALAXY,0.6668448,0.0001780552,20.82814,0.1343612,0.120941,19.34869,0.05797289,0.08366641
GALAXY,0.09732036,3.02288E-05,18.66416,0.01121262,0.1924725,17.69614,0.007773756,0.1331516
GALAXY,0.5159779,0.0001430019,22.41261,0.1724432,0.1141056,20.57616,0.05908632,0.07893775
QSO,2.367064,0.0003298501,19.75973,0.01513118,0.1074036,19.64578,0.01627748,0.07430132
GALAXY,0.6891418,0.0002063261,22.73176,0.205674,0.04377832,21.28379,0.09260114,0.03028564
GALAXY,0.01036783,8.010619E-06,15.32738,0.003136234,0.2224046,14.77095,0.003098516,0.1538585
QSO,0.847613,0.0001943701,20.70068,0.03046809,0.07356852,20.55206,0.03511055,0.05089436
GALAXY,0.5403337,0.0001216773,21.55648,0.1230105,0.01938217,20.0856,0.05389855,0.01340849
QSO,4.099623,0.00037692,20.68806,0.03110594,0.07491228,19.83164,0.02255199,0.05182397
GALAXY,0.5962082,0.0001538313,22.60208,0.2012331,0.09589522,20.80056,0.06640626,0.06633987
QSO,2.187179,0.0003324113,19.80147,0.0155909,0.06876895,19.68537,0.01809909,0.04757404
GALAXY,0.649607,0.0002335426,23.34578,0.4334833,0.1852333,21.24275,0.111795,0.1281435
GALAXY,0.5948766,0.0001250028,21.56442,0.1364084,0.07054521,19.77074,0.04174637,0.04880285
GALAXY,0.3524516,8.063937E-05,20.77861,0.05836026,0.1013137,19.02245,0.01992744,0.07008838
GALAXY,0.09178313,2.587887E-05,18.22395,0.009655804,0.09313741,17.28992,0.006461382,0.06443203
