#Table1
class,z,zErr,modelMag_g,modelMagErr_g,extinction_g,modelMag_r,modelMagErr_r,extinction_r
GALAXY,0.177241,2.585244E-05,19.30544,0.01739002,0.613114,18.31758,0.01149898,0.4241494
GALAXY,0.1788761,5.123889E-05,20.14988,0.02893668,0.6923724,18.80976,0.01397086,0.47898
GALAXY,0.08456031,2.186158E-05,17.34755,0.007157878,0.2459041,16.35862,0.005151411,0.1701153
GALAXY,0.3392629,0.000104313,20.91536,0.07200147,0.08988028,19.12526,0.02328745,0.06217876
GALAXY,0.07827859,6.661554E-06,17.33254,0.005287692,0.1757054,16.68868,0.004390857,0.1215522
GALAXY,0.5652493,0.0001658405,23.35112,0.3605023,0.1353339,20.87237,0.05806674,0.09362334
QSO,1.807872,0.0001598899,18.24511,0.006477863,0.1492479,18.15762,0.007082426,0.103249
GALAXY,0.1411125,1.969349E-05,17.85348,0.006108502,0.1391535,16.97886,0.004587062,0.09626576
GALAXY,0.4862086,0.0001329538,21.64045,0.08485129,0.07170362,20.17236,0.03737228,0.04960423
GALAXY,0.3500149,6.223712E-05,20.5743,0.05027802,0.06308702,18.95245,0.01909997,0.0436433
GALAXY,0.0644965,1.553748E-05,16.79951,0.004395166,0.1211631,15.92842,0.003506945,0.08382004
GALAXY,0.5093449,0.0001641221,21.60167,0.1066603,0.09212442,20.12942,0.04231283,0.06373125
GALAXY,0.2040574,3.867013E-05,18.93068,0.01492795,0.2906725,17.52631,0.00716024,0.2010859
GALAXY,0.4572815,0.0001557196,22.29422,0.1187193,0.1572201,20.57425,0.03954827,0.1087641
GALAXY,0.04244369,7.639283E-06,17.20139,0.006090021,0.171318,16.57307,0.00576964,0.118517
GALAXY,0.07409183,1.831819E-05,16.23211,0.003645386,0.1135968,15.2899,0.00277964,0.07858572
QSO,2.893003,0.0002200212,19.93108,0.01539786,0.1113195,19.68713,0.01607733,0.07701034
GALAXY,0.09351015,1.129209E-05,17.68114,0.006359786,0.07367934,16.90118,0.00489444,0.05097102
GALAXY,0.2520243,2.060733E-05,20.72688,0.0561767,0.3352238,19.49198,0.03087258,0.2319063
GALAXY,0.1150108,3.791506E-05,18.56952,0.01044259,0.0696457,17.58379,0.007656234,0.04818058
QSO,2.332487,0.0004484134,20.55658,0.02968888,0.06577746,20.38558,0.033974,0.04550454
GALAXY,0.5841404,0.0001935942,22.35541,0.1967563,0.08511294,20.56332,0.06547226,0.05888074
GALAXY,0.4435107,8.554003E-05,21.12139,0.07461132,0.07744073,19.58579,0.0329092,0.05357314
GALAXY,0.1674254,3.957261E-05,18.67206,0.01146583,0.1227973,17.47203,0.00676417,0.08495059
GALAXY,0.07029068,1.715097E-05,18.00476,0.006245872,0.09244489,17.27382,0.004994749,0.06395295
GALAXY,0.5927212,8.704149E-05,22.88335,0.218346,0.04452797,21.18447,0.07659207,0.03080425
QSO,2.275149,0.0003215861,20.94851,0.03421947,0.06564833,20.81081,0.0432282,0.04541522
