#Table1
class,z,zErr,modelMag_g,modelMagErr_g,extinction_g,modelMag_r,modelMagErr_r,extinction_r
GALAXY,0.457498,0.0001968059,21.60573,0.1351667,0.08764911,20.19602,0.06798245,0.06063525
GALAXY,0.1093969,3.126196E-05,18.44313,0.01121606,0.3831714,17.33038,0.006835864,0.2650762
GALAXY,0.110159,1.85763E-05,18.17684,0.008112201,0.2718771,17.10938,0.005275785,0.1880833
GALAXY,0.4676289,8.963649E-05,21.52605,0.1138757,0.09975655,19.73806,0.03326227,0.06901112
GALAXY,0.4682928,0.0001685249,20.79249,0.06144652,0.07863319,19.05441,0.02137819,0.05439808
QSO,3.489204,0.0002761941,20.35286,0.02000281,0.08835875,19.53533,0.01471563,0.06112618
GALAXY,0.09956856,1.740629E-05,17.34264,0.005783391,0.131924,16.62772,0.004947071,0.09126441
GALAXY,0.0628629,1.033155E-05,16.62222,0.003735079,0.1212464,16.08515,0.003422488,0.08387768
GALAXY,0.09485669,1.8726E-05,18.15631,0.007199318,0.275361,17.1669,0.00504283,0.1904935
GALAXY,0.100708,5.992374E-06,18.08588,0.007511946,0.1747842,17.44984,0.006421379,0.1209149
GALAXY,0.6846324,0.0003073438,22.27738,0.2891507,0.1411968,20.53305,0.09334343,0.09767926
GALAXY,0.2628975,5.190574E-05,20.11933,0.03034966,0.1576936,18.54716,0.01333714,0.1090917
QSO,0.7007861,8.433197E-05,22.05798,0.1219029,0.1893267,20.74033,0.05461289,0.1309753
GALAXY,0.4392316,7.943372E-05,21.45586,0.07095876,0.1335438,19.59459,0.02206778,0.09238496
GALAXY,0.0814997,1.718469E-05,17.74333,0.006069704,0.07894153,16.82912,0.004517828,0.05461139
GALAXY,0.1093693,2.43627E-05,17.71795,0.007408326,0.02956398,16.70787,0.005041553,0.02045222
QSO,2.322402,0.001931472,21.65207,0.06687732,0.04711074,21.68549,0.09419534,0.032591
GALAXY,0.4728556,0.0001433158,21.41769,0.08251999,0.04869071,19.7334,0.02987314,0.03368401
GALAXY,0.5588625,0.000163456,22.02727,0.1369152,0.04713366,20.35259,0.05175601,0.03260685
GALAXY,0.5118393,0.0001123164,21.61788,0.09602303,0.0729224,19.85851,0.0318717,0.05044738
GALAXY,0.1315627,1.349069E-05,18.17646,0.008236321,0.02958295,17.36712,0.006446852,0.02046535
GALAXY,0.556487,0.0001413846,22.56326,0.2077625,0.1702275,20.84019,0.06850192,0.1177626
GALAXY,0.1826747,5.31339E-05,20.79964,0.03528325,0.1412373,19.70674,0.01876976,0.09770732
QSO,2.43577,0.0006900064,20.6746,0.02438172,0.03829189,20.54701,0.02692096,0.02649015
GALAXY,0.5492427,0.0001792422,22.4117,0.2590691,0.1182425,20.6651,0.08247706,0.08179965
GALAXY,0.5549161,0.0001904471,22.46838,0.1516021,0.09135015,20.90886,0.05646952,0.06319561
GALAXY,0.5807713,0.0001008497,21.93474,0.08875548,0.1334171,20.69807,0.04657243,0.09229732
QSO,3.233152,0.0004493888,21.14816,0.0462053,0.0985564,20.93663,0.05219141,0.06818086
GALAXY,0.09300666,2.18459E-05,18.44633,0.008836236,0.1959423,17.50444,0.006963933,0.135552
GALAXY,0.1662299,2.788828E-05,18.04962,0.00929535,0.2078916,16.78954,0.005303739,0.1438185
GALAXY,0.3448703,7.902276E-05,20.99125,0.06453462,0.03474265,19.07723,0.01945385,0.02403481
QSO,2.436022,0.0001363471,18.50685,0.007676562,0.05539407,18.46656,0.008552662,0.03832136
GALAXY,0.4494486,0.0001056049,22.13127,0.1205159,0.1224997,20.61957,0.04928083,0.08474473
GALAXY,0.2888894,2.99998E-05,21.257,0.03884329,0.04908262,20.43925,0.02918246,0.03395513
GALAXY,0.1089106,1.543254E-05,17.96574,0.006704522,0.05785833,16.98291,0.004903024,0.04002612
GALAXY,0.6650424,0.0002265389,21.41131,0.2221086,0.06562293,20.17764,0.1080818,0.04539764
GALAXY,0.5458099,0.0001458112,22.33948,0.1975287,0.09213296,20.78286,0.07482103,0.06373715
GALAXY,0.556536,0.0001963594,21.66028,0.1347938,0.09123304,20.28146,0.06102405,0.06311459
GALAXY,0.5198938,0.000168868,22.242,0.221819,0.4686989,20.39934,0.06532468,0.3242437
QSO,2.713595,0.0006449693,19.74211,0.01526965,0.1091287,19.62439,0.01776521,0.07549474
QSO,1.911788,0.0005541851,19.12237,0.01072047,0.1062074,19.15224,0.01284452,0.07347377
GALAXY,0.2298518,4.197386E-05,19.51706,0.02191714,0.08662315,18.1875,0.01089801,0.0599255
GALAXY,0.07044479,1.877101E-05,18.73886,0.0134175,0.1852842,17.68888,0.008016514,0.1281787
GALAXY,0.0830458,1.568028E-05,17.48631,0.005880139,0.183825,16.5407,0.004118124,0.1271693
GALAXY,0.09152926,6.886673E-06,18.42291,0.009029462,0.1211877,17.68044,0.007051746,0.08383706
GALAXY,0.07273856,5.088479E-06,17.86422,0.006358079,0.09060982,17.45908,0.006226409,0.06268346
GALAXY,0.07210705,1.550765E-05,17.48909,0.005130938,0.1284613,16.56079,0.003862777,0.08886895
GALAXY,0.06055613,7.825411E-06,18.09678,0.008728558,0.167719,17.5516,0.007506764,0.1160272
QSO,2.531903,0.0004253618,21.77096,0.0673617,0.1953694,21.58089,0.08344711,0.1351556
GALAXY,0.3342269,7.57103E-05,20.55161,0.05332362,0.1075419,18.91808,0.02014964,0.07439701
GALAXY,0.03961495,2.041318E-05,18.36262,0.008057117,0.04569302,17.58565,0.006279794,0.03161022
GALAXY,0.1836296,2.472157E-05,17.25951,0.00681543,0.08936752,15.93282,0.003909551,0.06182404
GALAXY,0.6562784,0.0001943115,22.69549,0.2707161,0.03301793,20.85645,0.08427265,0.02284165
QSO,1.23916,0.0005378989,18.98436,0.009605792,0.02476032,18.81207,0.01024221,0.01712907
GALAXY,0.5484774,0.000120986,22.13896,0.1432241,0.0303197,20.47948,0.04979954,0.02097503
GALAXY,0.08078706,6.876066E-06,17.60312,0.00750276,0.1907626,17.07186,0.006438558,0.1319687
GALAXY,0.5237104,6.402451E-05,20.8163,0.06353176,0.03255122,19.59376,0.02958801,0.02251878
GALAXY,0.04217404,1.044927E-05,17.58576,0.00644353,0.1000043,16.96982,0.005025169,0.06918249
