#Table1
class,z,zErr,modelMag_g,modelMagErr_g,extinction_g,modelMag_r,modelMagErr_r,extinction_r
GALAXY,0.1281856,1.281862E-05,18.49614,0.009753033,0.1156919,17.63139,0.007026962,0.08003512
GALAXY,0.1261418,2.141351E-05,18.23319,0.008658013,0.05750916,17.4147,0.006673896,0.03978457
GALAXY,0.07022025,2.02781E-05,18.57749,0.009105587,0.3509684,17.5566,0.00610779,0.2427983
GALAXY,0.1234547,2.486693E-05,17.57565,0.006111468,0.1644575,16.50315,0.004143375,0.1137709
GALAXY,0.5318093,0.0001296162,22.77439,0.1793604,0.09261233,20.99739,0.0569243,0.06406879
QSO,2.443577,0.0002927795,19.9564,0.01669007,0.1900574,19.90315,0.02035953,0.1314808
GALAXY,0.3707056,1.104603E-05,20.23151,0.02035037,0.12955,19.78038,0.01826697,0.08962207
GALAXY,0.5343309,0.000203638,22.15682,0.1493019,0.1238181,20.37396,0.05036517,0.08565678
GALAXY,0.223977,4.227339E-05,18.70311,0.01550202,0.2507649,17.21037,0.007195392,0.173478
GALAXY,0.486507,0.0001754523,22.17716,0.2299362,0.1896049,20.17878,0.05958896,0.1311678
GALAXY,0.06840979,1.113017E-05,17.1442,0.00582512,0.2901876,16.541,0.005207983,0.2007504
GALAXY,0.2538085,1.077192E-05,20.1717,0.03144805,0.3299458,19.27905,0.02271986,0.228255
GALAXY,0.5788314,0.0001441144,21.92575,0.2191153,0.08841637,19.97116,0.05768608,0.06116603
GALAXY,0.1839828,3.239461E-05,18.64516,0.01427804,0.07572972,17.38766,0.007764168,0.05238947
GALAXY,0.5492786,0.0001562805,21.712,0.161804,0.03510902,20.08288,0.06132373,0.02428826
GALAXY,0.2375347,3.485702E-05,19.51662,0.02254062,0.06654602,18.09765,0.01054638,0.04603623
GALAXY,0.03074882,4.52312E-06,18.09915,0.008263897,0.1304899,17.70551,0.008585587,0.09027231
GALAXY,0.4941344,0.0002033346,21.27641,0.07509349,0.1212552,19.92057,0.03343431,0.08388378
QSO,2.306674,0.000249496,20.43945,0.02200769,0.09679051,20.53851,0.03235631,0.06695923
GALAXY,0.1295409,1.57603E-05,17.97234,0.008341516,0.05209325,17.1991,0.006359787,0.03603787
GALAXY,0.1906164,1.042446E-05,18.13609,0.007334505,0.05771284,17.3659,0.005835599,0.03992548
QSO,1.736522,0.0004370739,20.08593,0.01926018,0.1576653,20.17953,0.02778431,0.1090721
GALAXY,0.1631267,2.621465E-05,17.78293,0.009279853,0.05148432,16.72569,0.006187586,0.03561662
QSO,2.321008,0.0001873631,19.94961,0.01505378,0.04615015,20.03254,0.01983896,0.03192646
GALAXY,0.5176223,0.0001389785,22.18471,0.1472293,0.04193629,20.43641,0.04810509,0.02901133
GALAXY,0.2075727,3.095599E-05,19.05326,0.01316041,0.1249517,17.66686,0.006853242,0.08644103
QSO,1.901096,0.0003984432,19.42894,0.01252714,0.0397434,19.33422,0.01529947,0.0274943
GALAXY,0.5557257,0.0001221087,21.74162,0.1524797,0.1142113,20.14172,0.05356096,0.07901082
GALAXY,0.1230679,2.14607E-05,17.70109,0.007884922,0.1329892,16.56296,0.004826865,0.09200134
GALAXY,0.5132945,0.0001024878,21.915,0.1037824,0.1304928,20.58015,0.05107533,0.09027431
QSO,2.29488,0.001167772,21.3955,0.05805632,0.1491736,21.37301,0.07305088,0.1031976
GALAXY,0.36342,0.0002159451,21.85431,0.141753,0.1791447,20.02427,0.04222206,0.1239315
GALAXY,0.05382542,1.82389E-05,17.3925,0.009893062,0.1794132,16.85181,0.009035995,0.1241172
GALAXY,0.243471,3.99231E-05,18.9287,0.01392503,0.1049823,17.45973,0.006599391,0.07262626
GALAXY,0.1379748,3.189008E-05,18.57047,0.01068673,0.08844641,17.52617,0.007007818,0.06118682
GALAXY,0.1060127,1.55966E-05,17.27655,0.007697023,0.1164078,16.35257,0.005611477,0.08053035
GALAXY,0.313225,6.274209E-05,20.62557,0.04553414,0.1210436,18.96938,0.01750088,0.08373737
GALAXY,0.6540608,0.0001736358,21.71568,0.1324321,0.07506081,20.84242,0.08849552,0.05192672
GALAXY,0.1165738,2.216951E-05,17.53203,0.007517493,0.2292582,16.43394,0.004509457,0.1585998
GALAXY,0.07970186,7.704096E-06,17.0057,0.004510817,0.1118857,16.51986,0.004046525,0.07740199
QSO,0.4262239,0.0001387107,20.92124,0.03443088,0.07142358,20.40685,0.03228149,0.0494105
GALAXY,0.08461325,1.64254E-05,16.423,0.004404834,0.08809546,15.46703,0.003286295,0.06094403
GALAXY,0.09827143,6.091564E-06,18.85693,0.01430717,0.2754692,18.3265,0.01293615,0.1905683
QSO,2.213154,0.000560817,19.9058,0.01639485,0.2356103,19.6116,0.01510864,0.1629941
GALAXY,0.574626,0.0001427169,22.40413,0.1379676,0.07176601,20.90475,0.06172805,0.04964739
GALAXY,0.5430788,0.0002202036,21.79819,0.123292,0.1329568,20.27652,0.04312884,0.09197888
GALAXY,0.1486616,3.564904E-05,18.7096,0.01287181,0.1194329,17.60212,0.007488302,0.08262314
GALAXY,0.6145284,0.0001398883,22.74304,0.1668071,0.2074178,21.06319,0.05575672,0.1434907
QSO,2.245627,0.0004908554,21.55581,0.05544157,0.1643171,21.74653,0.09187569,0.1136738
GALAXY,0.2028848,4.810655E-05,19.20741,0.01542621,0.2148289,17.80457,0.007927592,0.1486177
GALAXY,0.05203528,6.88202E-06,15.83881,0.003380433,0.08628586,15.151,0.002873264,0.05969216
QSO,0.7350217,0.0004794539,21.47703,0.04552162,0.03264813,21.28299,0.06164884,0.02258583
GALAXY,0.30603,5.604214E-05,20.16907,0.0331308,0.02484079,18.53557,0.01205594,0.01718474
GALAXY,0.6774275,0.0002201384,23.07192,0.1981858,0.2276122,21.88667,0.09110611,0.1574611
GALAXY,0.1406701,1.892362E-05,18.43833,0.01111741,0.03292003,17.65672,0.008285849,0.02277392
GALAXY,0.3935392,0.000108579,20.88954,0.05587414,0.06828509,19.16417,0.02004951,0.04723931
GALAXY,0.2453967,7.331911E-05,18.81928,0.02429647,0.2038964,17.30206,0.01005341,0.1410546
GALAXY,0.2413201,3.333575E-05,19.08611,0.0199402,0.1458081,17.70021,0.009455049,0.1008694
GALAXY,0.4662579,0.0001412256,22.01447,0.1267557,0.06682178,20.13562,0.03538362,0.046227
GALAXY,0.4038444,7.562673E-05,20.75451,0.04868868,0.05977973,19.05885,0.01797233,0.04135534
QSO,2.881969,0.0004173611,21.23269,0.04754415,0.14981,20.85719,0.04754034,0.1036378
GALAXY,0.7004768,0.0002295395,22.98544,0.2455144,0.18443,21.50495,0.102321,0.1275878
GALAXY,0.1074725,2.570487E-05,18.60129,0.01013509,0.06213368,17.59681,0.006662852,0.04298379
GALAXY,0.3384626,6.524482E-05,20.55412,0.03971616,0.1620964,18.73961,0.0138483,0.1121376
GALAXY,0.6989427,0.0001572832,20.42385,0.1186252,0.04837892,19.25311,0.06166986,0.03346831
GALAXY,0.3250848,3.438693E-05,21.13323,0.04223324,0.08552628,20.05682,0.02468572,0.05916668
GALAXY,0.4942847,8.015543E-05,21.84498,0.126384,0.1450397,20.26731,0.04820669,0.1003378
GALAXY,0.3064368,5.924193E-05,20.42107,0.05923132,0.4078447,18.6159,0.01721903,0.2821451
GALAXY,0.6315511,0.0001245429,22.22312,0.2346428,0.09443461,20.45804,0.07032903,0.06532943
QSO,2.894807,0.0003892656,20.21016,0.01980497,0.1020775,19.91925,0.02284684,0.07061672
GALAXY,0.3508772,9.634476E-05,20.5629,0.05638537,0.1607121,18.74978,0.01719693,0.1111799
QSO,1.776949,0.0008957651,21.67454,0.06285272,0.07542726,21.84564,0.1001336,0.05218023
GALAXY,0.5632792,0.0001441869,22.48526,0.1738435,0.07921526,20.84864,0.05427197,0.05480075
QSO,2.314607,0.0009988297,21.15793,0.04222669,0.0220289,21.08533,0.05051556,0.01523949
GALAXY,0.1995911,3.763242E-05,21.87585,0.07395364,0.03922305,21.2684,0.06438173,0.02713432
