class,redshift,redshift_err,green_mag,green_err,green_ext,red_mag,red_err,red_ext,velocity,Flux,distance
QSO,1.153888,0.0009133253,21.21957,0.04084754,0.09531435,20.86424,0.04282644,0.06593803,193468.6261811937,9.247623186323153e-17,9561.469634028237
QSO,0.9555687,0.0001786191,20.74876,0.03008988,0.1934706,20.51945,0.03658848,0.13384200000000002,175506.80785943355,1.426770512961162e-16,7697.729576082419
QSO,3.037061,0.0008001174000000001,21.82192,0.06373876,0.07401164,21.60649,0.07948584,0.05120091,265130.085695438,5.3099462530708414e-17,12618.119907677996
QSO,1.09675,0.00035013970000000004,20.40013,0.02016708,0.03370988,19.83681,0.01806539,0.02332034,188683.3300876451,1.967007995313838e-16,6555.965358548643
QSO,1.362684,0.0006527513999999999,20.57648,0.02445536,0.1485229,20.25325,0.02630044,0.1027475,208701.63397532864,1.672114932216056e-16,7110.606575361487
QSO,1.61539,0.0004017379,19.57523,0.01353573,0.07559299,19.42257,0.01570211,0.05229488,223317.3736360576,4.205001210968454e-16,4483.907554704296
QSO,1.96095,0.000283221,19.94811,0.01785696,0.1399451,20.19246,0.02496098,0.09681339,238405.0197065978,2.9827312559920883e-16,5323.933842559682
QSO,2.259325,0.0006225398,21.65396,0.05220832,0.08753596,21.73466,0.07398827,0.06055697,248207.27112532812,6.198321876029532e-17,11678.919100664529
QSO,1.276811,0.0004886644999999999,20.86514,0.031782599999999994,0.07246011,20.38904,0.02708977,0.05012757,202832.93622003807,1.281746455715699e-16,8121.54490859177
QSO,0.4260971,2.239929e-05,19.40212,0.01264683,0.05050717,19.43729,0.01411249,0.03494063,102154.44062371414,4.931853020131954e-16,4140.32707030105
QSO,0.8526507999999999,0.0004831134,20.69397,0.03380666,0.03337422,20.57648,0.0421336,0.02308813,164516.6669531835,1.5006179090234295e-16,7505.932423552822
QSO,0.5111551,0.0001101112,19.96415,0.01886133,0.05078429,20.03387,0.02526059,0.03513234,117192.02245239279,2.938990113879493e-16,5363.405711102774
QSO,1.63468,0.0004910632,20.8409,0.0281894,0.06994542,20.67858,0.03348553,0.04838792,224292.6161596775,1.3106843842881542e-16,8031.388790266284
QSO,1.2169370000000002,4.241821,21.01998,0.03153402,0.05276348,20.89827,0.03855906,0.03650153,198422.34631995615,1.1113890797739076e-16,8721.810573252618
QSO,1.656095,0.0001840295,18.27355,0.006560036,0.06198277,17.96539,0.006630648,0.042879400000000005,225354.62091223878,1.3945629573337588e-15,2462.184823768469
