class,redshift,redshift_err,green_mag,green_err,green_ext,red_mag,red_err,red_ext,velocity,Flux,distance
QSO,1.986327,0.0006810107,20.97149,0.03332785,0.06156075,21.05395,0.04674793,0.04258744,239339.1497298274,1.1621498358486618e-16,8529.20691047441
QSO,1.01739,0.00023060470000000005,18.43328,0.007165726,0.1498764,18.06376,0.006917328,0.1036838,181527.92392329618,1.2037772328182376e-15,2650.126776137186
QSO,3.102721,0.0003752283,21.34668,0.04752468,0.09196661,21.08248,0.05692748,0.06362207,266168.9626095937,8.225951132769164e-17,10137.868418142087
QSO,1.996235,0.0002515579,20.59937,0.02662929,0.1465732,20.74229,0.04166275,0.1013986,239698.29887936913,1.6372316259606267e-16,7185.957595761619
QSO,0.8813196,0.0002478874,18.51914,0.0072292519999999985,0.07428648,18.48051,0.008201616,0.05139104,167706.77588268567,1.11224925930162e-15,2757.0119601147935
QSO,0.4868797,8.01287e-05,16.39967,0.003465161,0.13803959999999998,16.51106,0.003816953,0.09549514,113053.07322828377,7.8341182969053e-15,1038.8303997907942
QSO,0.6855074000000001,0.0001432832,21.76706,0.0627365,0.3181822,21.75982,0.09271226,0.220117,143688.57040785067,5.585140789179845e-17,12303.329356849194
QSO,4.067157,0.0008454349,21.59297,0.05685608,0.03562006,20.13795,0.02580501,0.0246418,277315.9579073376,6.556470706917912e-17,11355.457863775751
QSO,2.196201,0.0002948739,21.45338,0.05511433,0.09264582,21.33862,0.06962708,0.06409195,246333.0331312605,7.456003877537795e-17,10648.45623060684
QSO,3.161304,0.0004536267,20.81145,0.02888254,0.053344,20.4902,0.03032556,0.03690313,267057.6822161389,1.346722528418383e-16,7923.200573629387
QSO,1.136787,0.0005871982,20.98727,0.03620527,0.05053662,20.32757,0.02899503,0.034961,192066.95684928217,1.1453813971893248e-16,8591.414058212906
QSO,2.351065,0.0006336231,21.05412,0.03607856,0.02278612,20.96872,0.04960866,0.01576333,250765.25188317688,1.0769861670603585e-16,8860.018936614413
QSO,1.217311,0.0005048391,19.42642,0.01207857,0.1637632,18.93799,0.01086181,0.1132906,198450.7607520788,4.82269864617191e-16,4186.919877161489
QSO,2.475898,0.0007724104,22.29366,0.10769660000000003,0.1375751,21.92829,0.09697878,0.09517382,253959.17439531177,3.4386987059453894e-17,15679.876947634419
QSO,1.270536,0.0005234549,20.76144,0.02839214,0.05206225,20.44353,0.02796639,0.03601642,202383.45589486248,1.410204594214671e-16,7742.810852605268
QSO,1.104372,0.0004812024,20.37867,0.02025825,0.1000676,20.10188,0.02028859,0.06922631,189338.74091853952,2.006273446509886e-16,6491.493851899142
QSO,2.055887,0.0009828551,21.40141,0.05838629,0.1373107,21.27283,0.07142648,0.09499094,241796.80243391168,7.821573399902313e-17,10396.631477832221
QSO,1.036834,0.0002496574,20.35952,0.02160341,0.06393854,20.13202,0.02436102,0.04423238,183338.64227164284,2.0419736106523756e-16,6434.4977019817
QSO,0.8286379,7.555467e-05,17.45776,0.005333974,0.04611676,17.465120000000002,0.006314023,0.03190336,161763.81347325788,2.9563382687362355e-15,1691.0741469120942
QSO,1.704454,0.0006583186,21.07171,0.03922347,0.0267122,21.07238,0.04942512,0.01847938,227675.57513907185,1.0596785055002613e-16,8932.080944913825
QSO,2.530602,0.0001385246,19.68194,0.01375786,0.1242616,19.76041,0.01756274,0.08596359,255263.8122352515,3.811378898571451e-16,4709.7586249063925
QSO,1.029079,0.0003692003,18.19915,0.006403735,0.02509271,17.948729999999994,0.006390106,0.01735902,182621.07193749648,1.4934755779599998e-15,2379.253134356404
QSO,1.241344,0.001232927,21.23533,0.04888313,0.1113495,20.82105,0.05055393,0.07703104,200253.538759464,9.11435888365229e-17,9631.11680828536
