class,redshift,redshift_err,green_mag,green_err,green_ext,red_mag,red_err,red_ext,velocity,Flux,distance
QSO,1.205816,0.0004049229,21.07675,0.03767788,0.08975345,20.71635,0.03785689,0.06209102,197572.32031081832,1.0547708651153771e-16,8952.836433845698
QSO,1.912868,0.0003301646,20.55292,0.02786336,0.1905457,20.6971,0.04687948,0.1318186,236577.11166466062,1.7087956319648254e-16,7033.875064302998
QSO,1.611822,0.0008358008999999999,20.02892,0.01871114,0.201066,19.97603,0.02228301,0.13909649999999998,223135.01827476767,2.768790685032287e-16,5525.793485973521
QSO,2.403636,0.0005155035,19.81667,0.01407939,0.04635597,19.77845,0.018074400000000004,0.03206884,252148.64411817805,3.3665891947935124e-16,5011.2336247171415
QSO,1.568346,0.0001578651,17.19537,0.0045307970000000005,0.02410213,17.11151,0.004496505,0.01667374,220862.33014988864,3.764524476372559e-15,1498.5962796759766
QSO,0.6072043,9.102627e-05,21.07555,0.05663307,0.04879824,20.33896,0.04387674,0.03375839,132455.8029945153,1.0559372854261908e-16,8947.890280393225
QSO,2.054398,0.0009688443,20.39002,0.0224271,0.1322371,20.38405,0.02741172,0.09148104,241745.71915640103,1.9854096353008648e-16,6525.512863425345
QSO,1.540618,0.0005712239,19.62586,0.01381502,0.08778910000000001,19.16423,0.01294654,0.06073209,219362.432228121,4.0134155147678725e-16,4589.682570587033
QSO,2.806512,0.000792408,21.23731,0.05009374,0.2169041,20.95073,0.04962843,0.15005320000000005,261083.4218698113,9.097752653385839e-17,9639.90269379863
QSO,2.112175,0.0003939829,19.57104,0.01392827,0.05961367,19.35101,0.01507062,0.04124046,243681.1445140017,4.221260220950633e-16,4475.263899693471
QSO,1.668934,0.0003960754,18.89499,0.008666635,0.11883119999999997,18.85493,0.009768845,0.08220688,225981.11836656567,7.867959671444729e-16,3277.9977422494803
QSO,2.110394,0.0003895428,19.88117,0.01610641,0.06516137,19.66344,0.01710277,0.04507834,243622.8893451008,3.1724159535340033e-16,5162.316768974228
QSO,2.145303,0.000426657,20.82057,0.0281243,0.07263337,20.88981,0.03922196,0.05024743,244748.9698789272,1.3354576652626458e-16,7956.547321967479
QSO,2.346332,0.0004685728,22.0268,0.06914366,0.1156894,22.07184,0.1002235,0.08003339,250637.84488706544,4.39681431698679e-17,13866.621142220725
QSO,1.357381,0.0008087032000000001,20.45065,0.02410532,0.16109,19.88687,0.01991842,0.1114413,208353.91946471878,1.8775785936225266e-16,6710.280119713195
QSO,1.515357,0.00032844440000000003,20.63253,0.02665994,0.07202925,20.52445,0.03466365,0.0498295,217960.4379604946,1.5879840105940386e-16,7296.534665267662
QSO,1.957311,0.001522307,21.81625,0.0706199,0.1557873,21.89976,0.124998,0.107773,238269.36240915422,5.3377487215873534e-17,12585.21531517789
QSO,2.004864,0.0003672003,19.26564,0.01042386,0.08066203,19.27791,0.01254269,0.05580162,240008.5811059887,5.592450196781879e-16,3888.11095697074
QSO,2.469687,0.001044146,21.86532,0.07432612,0.05467599,21.75669,0.09921604,0.03782459,253807.53358010366,5.1018786577014114e-17,12872.848263495785
QSO,1.547468,0.0002073271,19.93593,0.01697585,0.0182718,19.84619,0.020102900000000003,0.01264035,219736.7194430026,3.016380504600193e-16,5294.1549740501005
QSO,3.617751,0.0003883284,21.41227,0.04886305,0.01939667,20.32158,0.02954176,0.01341853,272933.6958207023,7.743728629703872e-17,10448.757503354915
QSO,3.409553,0.0003149403,21.20297,0.03443616,0.12751179999999998,20.657770000000006,0.02818023,0.08821205,270464.5235369079,9.390098008389341e-17,9488.654864368751
QSO,2.878167,0.0006083046,20.2002,0.0197376,0.2089278,19.93095,0.02033007,0.14453529999999998,262412.270064585,2.364711291887983e-16,5979.304216326046
QSO,2.428785,0.0005303139,20.33571,0.01810801,0.30134429999999995,20.20041,0.02003591,0.2084686,252790.39734227772,2.0872483442016064e-16,6364.329409947764
QSO,1.773146,0.0004145302,19.27126,0.01099662,0.138707,19.15309,0.01348117,0.09595685,230798.0339477586,5.563577283555878e-16,3898.186831975249
QSO,2.838135,0.001102901,22.64189,0.1336513,0.4327246,21.88101,0.09608096,0.29935690000000004,261678.27368723706,2.4951814047859097e-17,18407.23895202418
QSO,2.500701,0.0003468193,19.76242,0.0155334,0.13147279999999995,19.7213,0.02127795,0.09095225,254557.5201938346,3.5390779247594104e-16,4887.588678111512
QSO,2.2822,0.0002757429,18.81868,0.009411275,0.05856005,18.80557,0.009977235,0.04051157,248862.93912967815,8.44084888422412e-16,3164.802770553615
QSO,2.229246,0.0006802241,21.61078,0.07785422,0.1273083,21.58871,0.08191654,0.08807132,247326.29101901333,6.449798177346754e-17,11448.976135290062
