class,redshift,redshift_err,green_mag,green_err,green_ext,red_mag,red_err,red_ext,velocity,Flux,distance
QSO,1.19916,0.0004152118,19.45968,0.01109806,0.3397305,19.11065,0.01113339,0.235024,197058.8026744493,4.677201983703922e-16,4251.543726697032
QSO,2.152203,0.0007983017,21.68112,0.06355356,0.05375764,21.8815,0.09520692,0.03718929,244967.67043490865,6.045192365485367e-17,11825.912194557384
QSO,2.504516,0.0002408495,20.33289,0.02151607,0.222486,20.22377,0.02530509,0.1539148,254648.54058068438,2.0926766341309168e-16,6356.069687131345
QSO,1.674047,0.0002552532,19.88295,0.01915937,0.13563039999999998,19.74953,0.02520189,0.09382847,226228.51671758544,3.167219227089523e-16,5166.550159650271
QSO,0.6613818,8.871976e-05,18.38215,0.007055645,0.109805,18.20863,0.007670946,0.0759626,140336.42039002207,1.2618220874458282e-15,2588.4551840950735
QSO,1.074224,2.727538,21.20075,0.05303566,0.08416548,21.07174,0.05535033,0.05822529,186714.5446496694,9.409317542471165e-17,9478.959116178607
QSO,0.5696779000000001,0.000156257,20.47072,0.023544,0.04752699,20.1637,0.02983682,0.03287895,126696.56311383052,1.84319008346012e-16,6772.587896123689
QSO,0.5016632000000001,8.899904000000001e-05,18.01175,0.006749752,0.04203232,17.94915,0.007548911,0.02907776,115587.75072639411,1.7748355751025125e-15,2182.5321513514896
QSO,1.05234,0.000577818,20.388070000000006,0.02310907,0.03065959,20.04424,0.02478067,0.02121016,184755.33739113485,1.9889786675728687e-16,6519.6555298147905
QSO,0.9493977,0.0001918515,21.84437,0.05934686,0.1020849,21.29136,0.05571112,0.07062185,174882.87350154342,5.2012787001620234e-17,12749.250376523118
QSO,1.422952,0.0005555931,21.55289,0.05001781,0.03447695,20.932920000000006,0.04483975,0.023851,212525.4792848478,6.803025912912624e-17,11147.786692607167
QSO,0.7262835999999999,0.0003820780000000001,19.24098,0.01082737,0.05400966,19.30789,0.01433727,0.03736363,149145.06598861484,5.720923299380501e-16,3844.205981337521
QSO,1.209775,0.0004127593,20.29065,0.02064777,0.09265532,19.91918,0.0189752,0.06409852,197876.06183126182,2.1756955586913715e-16,6233.624677091204
QSO,2.286237,0.00020382990000000005,19.20413,0.01050022,0.21771260000000006,19.06659,0.01162272,0.1506125,248977.39343789456,5.918424682832423e-16,3779.5200198468046
QSO,2.237641,0.0001853826,19.49492,0.01258416,0.03021382,19.4351,0.01439787,0.02090178,247574.35613287898,4.527830130893793e-16,4321.103314534783
QSO,3.30107,0.0003248868,19.90698,0.0162411,0.03221312,19.924670000000006,0.02082882,0.02228489,269043.2570431998,3.097890944800264e-16,5224.041882232435
QSO,2.488779,0.0002853584,19.43298,0.01287481,0.08174711,19.15665,0.01371651,0.05655228,254271.34621388713,4.793647832210357e-16,4199.587652103013
QSO,0.9870585,0.0004693043,20.43638,0.02284231,0.06151123,20.22527,0.02847146,0.04255319,178625.06321001574,1.9024187830981063e-16,6666.327568457651
QSO,3.537351,0.0002909596,21.76389,0.05767589,0.1184781,21.05732,0.04539501,0.08196258,272017.893392065,5.601471429803146e-17,12285.381581070644
QSO,2.646122,0.0004395525,20.10354,0.017978900000000003,0.02809981,19.8553,0.01831341,0.01943932,257846.44636791802,2.584890349871318e-16,5718.980952657831
